print;athlas;story;page;image;music;label;rules;code;transfer_codes;scen;todos;actions;addons;—;«»;{comm}{ecomm}{say}{said}{page:}{3mm}{comm}{ecomm}{say}{said}{page:}{3mm};На этой странице, если ты <b>НЕ согласен</b> с выбором Гипнотизера — ты <b>можешь</b> явно сказать «нет!» и <b>выбрать другой вариант</b>.;На этой странице, если ты <b>НЕ согласен</b> с выбором Гипнотизера — ты <b>можешь</b> явно возразить «Но нет же!» и <b>выбрать другой вариант</b> действий самостоятельно.
1;common;adams;self_made;;; +B;;$sack->add('B');;Это было мудрое решение! Я мог сам управлять своей карьерой, что и сделал. Через некоторое время Англия предприняла попытки жёстко контролировать нас, жителей Северной Америки, и приняла Штемпельный акт. Это был один из самых дерзких и самонадеянных государственных документов, который я когда-либо видел! Разумеется, я сделал всё, что мог, чтобы его отклонили.<br/>Я написал множество статей и приложил усилия, чтобы распространить их в том числе и за океан — в Лондон. И общественное мнение было на этот раз на моей стороне. Англия отступила и затаилась, а я поднялся на ещё одну ступень карьерной лестницы. Следующей ступенью, которая также не заставила себя долго ждать, стало избрание моей персоны в Массачусетский Конгресс...;;Отправляйся {page:congress_or_father};;;;;;
1;common;adams;politican;;;;;;;Путь наверх был стремительным и коротким. Я действительно занял хорошее положение при известном человеке, который пользовался моими услугами и моими способностями для достижения своих целей. Что и говорить, мне пришлось взглянуть на другую сторону медали под названием {quot}Политика{quot}, и она оказалась весьма нелицеприятной. Я продолжал работать, и с каждым днём я всё крепче увязал в делах моего старшего компаньона, уже не отделяя их от своих собственных. Через несколько лет успешной практики стало понятно, что багаж знаний и секретов, которые я волей-неволей получил в своё распоряжение, занимая этот пост, настолько тяжек, что мне сдвинуться некуда…;;{awake:blue_2};;;;;;
1;common;adams;congress_or_father;;;;;;;Борьба с Британской колониальной администрацией, которая до этого шла в основном путями бюрократии, перешла на новый уровень, и Бостон забурлил! В ответ на действия британского правительства одной зимней ночью произошёл невероятный инцидент в одной из бостонских гаваней. Яростная акция протеста произошла путём уничтожения 70 тысяч фунтов чая, принадлежавших английской Ост-Индской компании. Весь груз был сброшен за борт!<br/>Английский парламент в ответ на это предложил закрыть местные органы самоуправления. Ну а мы, жители Северной Америки, в свою очередь, решили созвать Первый Континентальный Конгресс, чтобы самим решать свою судьбу. Разумеется, я, как активный политический деятель, был приглашён туда.<br/>Но, в то же время, я получил письмо из дома, в котором мать писала о резком ухудшении здоровья моего отца… Я не мог оказаться одновременно в двух местах, поэтому мне предстояло принять решение.;Ехать ли мне на Конгресс? Или домой к отцу?;{comm}Ехать к отцу{ecomm}{say}Отец всегда очень много для меня значил, и я не мог оставить его одного в опасной для его жизни ситуации. Я немедленно отправился домой.{said}Скорее езжай {page:back_to_father}{3mm}{comm}Ехать на конгресс{ecomm}{say}Я знал, что вершится судьба Америки, и я должен был быть в самом центре событий.{said}Езжай {page:independence};Не согласен с Гипнотизером? Считаешь, что его выбор плох? Хочешь жить своим умом?{1mm}Тогда <b>можешь явно возразить</b> Гипнотизеру «но я поступлю умнее» и <b>выбрать другую команду</b>.;;;;;
1;common;adams;back_to_father;;; -B, -G, +2R;;$sack->drop('BG')->add('RR');;Я вернулся домой так быстро, как только мог. К счастью, болезнь отца на поверку оказалась не такой страшной, и он шёл на поправку, медленно, но верно. У меня замечательный крепкий старик! Решив более не покидать так надолго свою семью, я остался в доме родителей и снова занялся работой, уже как конгрессмен Массачусетса.<br/>Вскоре, по настоянию своих родителей, я также завел семью. Теперь я женат на замечательной женщине по имени Элизабет, у нас двое детей, а мое положение в обществе принесло мне заслуженное уважение и стабильный доход. Чего еще может пожелать человек для счастья? ;;{awake:red_3};;;;;;
1;common;adams;independence;;;;;$sack->drop('RR');;Британский парламент всеми силами пытался задушить американское сопротивление, принимал невыносимые законы, от прочтения которых у любого жителя Америки зашевелились бы волосы на голове. Поэтому той осенью в Филадельфии собрались самые решительные политики, которым не была безразлична их дальнейшая судьба. Единогласным решением мы объявили метрополии торговый бойкот. <br/>Но вопрос встал куда острее.;Должны ли мы насовсем отделяться от Англии?..;{comm}Не отделяться{ecomm}{say}Я всегда уважал Британию, её законодательство и короля Георга. Для меня была немыслимой идея отделения.{said}Иди {page:india}{3mm}{comm}Отделяться{ecomm}{say}Всему есть предел. Рубикон был пройден, и отделение было естественным в сложившейся ситуации, поэтому я всем своим сердцем ратовал за него. Одновременно, я точно знал: это было единственное верное и разумное решение.{said}Иди {page:war};Не согласен с Гипнотизером? Считаешь, что его выбор плох? Хочешь жить своим умом?{1mm}Тогда <b>можешь явно возразить</b> Гипнотизеру «но я поступлю умнее» и <b>выбрать другую команду</b>.;;;;;
1;common;adams;india;;;;;$sack->add('RGB');;Строго говоря, Английская конституция никогда не была чем-то совершенно противным мне. Здесь же, на Конгрессе, который я считал собранием образованных, разумных людей, выдвигались слишком жёсткие сепаратистские идеи, которые меня возмутили. В тот день я решил оставить карьеру конгрессмена. На некоторое время я вернулся домой, чтобы отдохнуть, а затем принял решение — и отбыл работать по юридическому направлению в Индию — богатую английскую колонию. Жизнь здесь показалась мне чрезвычайно увлекательной и интересной, и я пока не думал о том, чтобы возвратиться домой.;;{awake:blue_2};;;;;;
1;common;adams;war;;;;;;killed#R~ $sack->add('RRR')~killed#G ~ $sack->add('GG')~;Политика — это такая сфера, в которой необходимо думать не на шаг, не на день вперёд, и даже не на год, а на целое поколение. Какую страну мы оставим в наследство нашим детям и внукам? Свободную и самодостаточную или притеснённую душегубскими законами метрополии? После первого Конгресса был созван и второй, и там уже не говорилось о необходимости суверенитета — там мы уже решили идти по этому пути до конца. Мы решили бороться за нашу независимость. Первым шагом стала Декларация независимости… уже не колоний английской короны, но Соединённых Штатов Америки. Я поставил под ней свою подпись. Там же мы создали Статьи Конфедерации. Всё это не могло не привести к началу войны с Англией, и она действительно не заставила себя ждать — Война за Независимость!<br/>С момента подписания Декларации прошло совсем немного времени до того момента, когда по всем городам и фермам нашей страны мужчины от мала до велика массово начали записываться в армию и лить пули из статуй английских монархов. ;Должен ли я поддержать свою страну и отвоевать ее Свободу с оружием в руках? Или мне не место на войне?;{comm}Да, ты должен пойти на войну!{ecomm}Выбери один из двух своих мотивов и произнеси соответствующий текст: {3mm}{say}Сейчас как никогда важно, чтобы каждый мужчина был вместе со своим народом! Вместе мы едины и сильны!{said}Иди на сборный пункт,  {page:killed#R}{3mm}{say}Война — это место для решительных мужчин, готовых с оружием в руках отстоять свои идеалы и убеждения! В конце концов, чего стоят твои идеалы и ты сам, если ты не готов за них умереть!{said}Решительно маршируй {page:killed#G}{3mm}{2mm}{comm}Нет, тебе не место на войне{ecomm}{say}Война — необходима и обоснована, но моё место в кабинете управленца и законодателя. Каждому должно заниматься своим делом, и я очень хорошо понимаю, в какой сфере могу принести наибольшую пользу.{said}Ступай {page:president};Не согласен с Гипнотизером? <b>Можешь сбросить из мешка 1 Синий Камень, чтобы явно возразить</b> Гипнотизеру «но я поступлю умнее» и <b>выбрать другую команду</b>.;;;;;
1;common;adams;killed;;; -5B;;$sack->drop('BBBBB');;Война — это страшная череда смертей твоих союзников и твоих противников. Ценность человеческой жизни здесь превращается в ничто, её заменяет ценность идеи, верность идеалам…<br/>...Я долгое время провёл в бессознательном состоянии, лишь ненадолго приходя в себя. Я видел стены больничной палаты военного госпиталя, озабоченные лица врачей и сочувствие в глазах медсестёр. Они сделали всё, что смогли, но знали, что мне не спастись. Да я и сам уже начал это осознавать. Моменты пробуждения были всё короче, а на повязке снова выступила кровь… Мысли начали теряться и убегать, всё стало мутным.<br/>Слава Богу, Джордж Вашингтон ещё жив...;;{awake:red_3};;;;;;
1;common;adams;president;;; +B;;$sack->add('B');;Это был мудрый выбор! Да, я не пошёл на войну, но у меня было оружие — моё перо! — я смог сделать гораздо больше для своей страны именно им, а не мушкетом. Я вел консервативную политику, успел за время войны потрудиться на благо США в дипломатическом корпусе во Франции и Голландии. Их войска оказали нам колоссальную поддержку во время решающих сражений. Я присутствовал на подписании Версальского договора и даже служил посланником в Великобритании. <br/>К сожалению, трагически скончался Джордж Вашингтон, чьей правой рукой я стал к тому времени. Меня избрали Президентом Соединенных Штатов. Тогда я понял, что мой гражданский долг — не отказываться от своих идей и продолжать вести политику на благо своей страны.<br/>Когда я получил этот пост, передо мной встал выбор...; Не настало ли время наконец разобраться со своими врагами? Или, быть может, стоит запечатлеть историю, которую творили я и мои соратники?;{comm}Запечатлеть историю{ecomm}{say}Наша страна и мы все вместе с ней прошли огромный путь. Он должен быть увековечен.{said}Ступай {page:iam_john_adams}{3mm}{comm}Разобраться с врагами{ecomm}{say}Высокий пост — это большая ответственность и огромные возможности. Оппоненты, мешающие воплощать в жизнь идею всей твоей жизни, бесспорно, опасны. Когда, если не сейчас, имея все возможности, следует решать такие вопросы?!..{said}Поспеши {page:wg_enemy_spotted};Не согласен с Гипнотизером? <b>Можешь сбросить из мешка 1 Синий Камень, чтобы явно возразить</b> Гипнотизеру «но я поступлю умнее» и <b>выбрать другую команду</b>.;;;;;
1;common;adams;iam_john_adams;;; +BBB +G;;$sack->add('BBBG');;Я хотел бы, чтобы мои дети, мои внуки, их дети и все последующие поколения американцев гордились своей страной, помнили все важнейшие моменты, знали, сколько было пролито крови во имя свободы и независимости. Теперь, когда война отгремела, можно было наконец озаботиться символами и монументами, культурой, которая будет повествовать всем поколениям наших потомков о том, как зарождалась наша страна, и что самое необходимое в жизни каждого человека — это честность…<br/>Я старался жить именно так, и теперь, на закате лет, когда я оставил пост президента, мой портрет на государственной банкноте не может не вызывать ностальгические воспоминания и гордость — не за себя, но за свою страну.;;{awake:blue_3};;;;;;
1;common;adams;wg_enemy_spotted;;; +RRR +G;;$sack->add('RRRG');;Наконец-то настало время взглянуть на плоды своих долгих трудов! К сожалению, среди них не только громкие победы на почве борьбы за независимость, но и недоброжелатели, которыми рано или поздно обзаводится каждый политик. Теперь я могу наконец-то разобраться с ними, и надо всего лишь составить список своих врагов. Итак, во-первых, это Франция. Необходимо прекратить глупейшую квази-войну и радикально изменить политический вектор. Во-вторых, мой личный оппонент — Томас Джефферсон! Я докажу ему, что он ничего не смыслит в политике! Ну и наконец…<br/>Кого же я упускаю?  Имя - оно вертится у меня в голове, но каждый раз ускользает, будто в последний момент. Мой враг... Кто он, как он выглядит, что из себя представляет?..;Кто мой враг? Мне нужно имя!;<b>Ты не можешь выразимо запомнить или связать события этой страницы с Гипнотизером!</b><br/>Все случившееся здесь кажется тебе твоим личным прозрением. Персонаж, имя которого назовет Гипнотизер, становится твоим личным заклятым врагом</b>.<br/>Твое отношение к названному персонажу резко ухудшилось: ты готов порвать с ним общие дела и сделаешь всё возможное, чтобы насолить ему.{2mm}{say}Да! Именно так я и поступлю! Я долго шел к успеху — и настало время моим врагам наконец-то заплатить за свои козни!{said}{3mm}{awake:blue_3};;;;;;
