print;name;picture;flavor;check;remind;type;
0;Еще доказательства?;crypto/books3.png;Полистав разные записи об истории города и его окрестностях, ты окончательно убедился, что поля на окраине Салема, по недоразумению используемые местными жителями для ведения сельского хозяйства, скрывают настоящие сокровища истории! Надо оформлять заявку на экспедицию — и срочно копать! Но тебе никогда не дадут грант, пока ты не напишешь по-настоящему убедительного письма, проявив настойчивость, пыл и продемонстрировав неоспоримые факты. Или не предоставишь железные доказательства своей правоты!;<b>Чтобы вскрыть этот конверт</b> и забрать содержимое, нужно сделать следующее: {2mm}Достань из своего мешка и сбрось <b>3 Синих, 2 Зеленых и 1 Красный</b> Камни. {2mm}{OR}{2mm} Собери <b>три пробы почвы</b> с Поля «Частная территория Гриф и Ко» и отнеси их на Почту. Этих доказательств твердолобым бюрократам должно хватить.;;hitch;1
0;Мертвый язык;crypto/81252304_3518263_isaiahscroll.gif;Кажется, у тебя в руках чудом сохранившийся манускрипт на каком-то древнем языке — буквы грубые, словно отчеркнутые твердой рукой, более привычной к иной работе, нежели написание текста. Слова кажутся знакомыми, но смысл ускользает от тебя. Ты не сомневаешься, что сможешь понять текст на ветхих страницах. Но только в том случае, если погрузишься в их изучение целиком. Любая посторонняя мысль — и разгадка снова уходит из-под носа.;<b>Чтобы открыть этот конверт</b>, пройди Проверку:{2mm} Доставай из мешка, НЕ глядя <b>по 1 Камню</b>.{1mm} Клади <b>Синий на конверт</b>, Зеленый возвращай в мешок, если же <b>Красный — проверка провалена</b>.{2mm}Проверка будет пройдена, если ты, не прерываясь и не отвлекаясь на разговоры, наберешь на конверте <b>7 Синих Камней</b> за 15 минут. {1mm}В конце Проверки, вне зависимости от ее успешности, сбрось все Камни с конверта.;{check_reminder};ultimate;1
0;Охота за знанием;crypto/crypto_scroll3.png;Скорость и упорство — важны в любой охоте… Победитель получает все! Порой, если смотреть внимательно и не отводить глаза от этих угловатых линий — они начинают сами собой складываться в слова… Но, глядя на них, не так просто сохранять твердость мысли и силу духа…;<b>Чтобы открыть этот Конверт</b>, ты должен накопить на нем <b>15 пометок</b> (как бы расшифровать все слова).{1mm}Чтобы ставить пометки — нужно проходить Проверку: {1mm}Сначала <b>вытащи</b> из мешка, НЕ глядя, <b>любое число Камней</b> по твоему выбору.{1mm}<b>Сбрось по одному Зеленому</b> Камню <b>за каждый Красный</b> и посчитай <b>число оставшихся пар</b> <b>«Синий + Зеленый»</b>. Поставь надлежащее число пометок:{1mm}<b>1 пара — 1 пометка</b><br/><b>2 пары — 3 пометки</b><br/><b>3 пары — 7 пометок</b><br/><b>4 пары — 13 пометок</b><br/><b>5 и более пар — вскрой конверт сразу</b>{1mm}В конце Проверки, вне зависимости от ее успешности, <b>сбрось по одному Синему и Зеленому Камню</b> и верни в мешок остальные.;{check_reminder};ultimate;1
0;На страже тайн;crypto/scroll4.png;Угловатые буквы упорно не желают складываться в осмысленный текст: кажется, еще чуть-чуть — и загадка будет решена... но почему же твои глаза слипаются сами собой...;<b>Чтобы открыть этот Конверт</b>, ты должен накопить на нем <b>ТРИ</b> своих подписи — они будут индикатором твоего прогресса.{1mm}Чтобы поставить каждую подпись, нужно пройти следующую Проверку: {1mm}Сначала потрать несколько Синих Камней, чтобы расшифровать и понять сакральный текст манускрипта:{1mm}<b>3 Синих</b> Камня — <b>для первой</b> подписи<br/><b>2 Синих</b> Камня — <b>для второй</b><br/><b>1 Синий</b> Камень — <b>для третьей</b>.{1mm}После траты Синих Камней достань из мешка, <b>уже НЕ глядя в него, столько же Камней, посмотри на их цвета и верни</b> их в мешок.{1mm}Если среди них <b>был Зеленый</b> — твои усилия дали плоды, и ты продвинулся в своем исследовании — <b>поставь подпись</b>.{1mm}В ином случае, ты заснул прямо посреди работы (на пару минут), и Синие Камни были потрачены впустую.;{check_reminder};ultimate;1
0;Книга волшбы;crypto/book3.png;Ничего себе! Настоящая магическая книга, учебник, полный тайного знания. Он, конечно же, зашифрован, но не очень сложно — расшифровать вполне под силу. Но, кажется, эту книгу защищает не только и не столько примитивный шифр — возможно, тут действительно замешаны какие-то тайные силы!;<b>Чтобы открыть этот Конверт</b>, ты должен накопить на нем <b>ТРИ своих подписи</b> — они будут индикатором твоего прогресса.{1mm}Чтобы поставить каждую подпись, нужно пройти следующую Проверку: {1mm}Сначала нужно потратить несколько Синих Камней из мешка, чтобы подступиться к разгадке шифра:{1mm}<b>1 Синий</b> Камень — <b>для первой</b> подписи<br/><b>2 Синих</b> Камня — <b>для второй</b><br/><b>3 Синих</b> Камня — <b>для третьей</b>.{1mm}После траты Синих Камней ты должен сразу же пройти <b>Проверку «Защита от Символа»</b> — как если бы увидел Символ, на котором <b>горят ДВА Синих Светодиода</b> (т.е. ты должен вытащить из мешка, НЕ глядя, два Камня, и ОБА должны быть Синими).{1mm}Если Проверка «Защита от Символа» провалена, в этот раз Синие Камни потрачены впустую, и ты НЕ можешь поставить свою подпись.;{check_reminder};ultimate;1
0;Книга тайн;crypto/book4.png;Неизвестный язык, легкий почерк и простые конструкции. Кажется, в этой книге сокрыта какая-то тайна, что-то очень простое, и вместе с тем — грозное. Смысл ускользает, но кажется — с каждой новой разгадкой в Салеме ты становишься на шаг ближе и к этой разгадке…;<b>Чтобы открыть этот Конверт</b>, ты должен накопить на нем <b>ПЯТЬ</b> своих подписей — они будут индикатором твоего прогресса.{1mm}Чтобы <b>поставить очередную подпись</b>, нужно сделать две вещи:{1mm}A. разгадать и <b>вскрыть несколько других конвертов</b> (любых конвертов с Крипто-задачами) и{1mm}B. <b>потратить 1 Синий</b> Камень.{2mm}Нужно вскрыть 1 другой конверт для первой подписи, еще 2 других — для второй, еще 3 — для третьей и так далее. <b>Всего</b> таким образом придется <b>разгадать 15 других задач</b> и <b>потратить 5 Синих</b> Камней...{1mm}Торопись, пока тебя не опередили другие!;;ultimate;1
0;Великий разум;crypto/crypto_scroll2.png;Язык этого свитка — давно мертв. Нет ни живых носителей языка, ни его переводов, ни каких-либо подсказок. Тебе остается рассчитывать лишь на мощь своего разума и здравый смысл — в конце-концов, все языки подчинены пусть даже странной, но логике, и имеют какие-то закономерности в своей основе...;<b>Чтобы открыть этот конверт</b>, сделай следующее:{2mm}Найди способ единовременно, <b>в течении 15 минут</b>, не оставляя работу над этим свитком и не отвлекаясь на перекуры и разговоры, <b>достать и сбросить 10 Синих</b> Камней из своего мешка.{1mm}Сделай это (сбрось 10 Синих Камней, как указано) — и даже эта задача не устоит перед твоим великим разумом.;;ultimate;1
0;Родом из детства;crypto/fairytale_book.png;У тебя в руках сборник детских сказок, старинных народных преданий и легенд, переписанный на старую бумагу чьей-то заботливой рукой с мягким округлым почерком. Они навевают ощущение далекого детства и уютного дома, и ты с удовольствием погружаешься в чтение таких знакомых строк. Но что это? То тут, то там встречаются какие-то совершенно абсурдные ошибки в написании слов! В конце концов, это уже не походит на банальную халатность. Возможно, здесь скрыт какой-то тайный смысл? Надо просто перечитать книгу внимательно, вдумчиво, от корки до корки, и возможно, не один раз.;<b>Чтобы открыть этот Конверт</b>, нужно собрать на нем <b>ПЯТЬ</b> пометок. {1mm}Чтобы поставить пометку, надо единомоментно потратить несколько камней из мешка:{1mm}<b>1-я пометка — 1 Красный<br> 2-я пометка — 1 Красный, 1 Синий<br> 3-я пометка — 1 Красный, 3 Синих<br> 4-я пометка — 1 Красный, 5 Синих<br> 5-я пометка — 1 Красный, 7 Синих</b>{2mm}Необязательно, чтобы все пометки ставил один и тот же человек.;;ultimate;1
0;Мифы и легенды;crypto/crypto_book2.png;В этом манускрипте содержится сборник мифов и легенд местных племен, населявших Америку до прибытия колонистов. Язык старый и громоздкий, буквы местами успели выцвести, и многие вещи здесь невозможно понять без знания культурного контекста... Чтобы постичь это тайное знание, ты должен настроится на нужный эмоциональный лад,  прочувствовать дух и образ мыслей этих людей, а потом — посмотреть на это с позиции современного исследователя.;<b>Чтобы открыть этот конверт</b>, нужно накопить на нем <b>ТРИ пометки</b>. А чтобы <b>поставить пометку — нужно пройти Проверку</b>:{2mm}Достань из мешка, НЕ глядя, <b>ПЯТЬ Камей — в правую руку</b>, и <b>ПЯТЬ — в левую</b>.{1mm}<b>Посчитай число Красных в правой руке и Синих — в левой</b>.{1mm}Чтобы поставить пометку, нужно, чтобы было:{1mm}<b>1-я пометка — по одному Красному и Синему</b><br/><b>2-я пометка — по два Красных и Синих</b><br/><b>3-я пометка — по три Красных и Синих</b>.{1mm}После Проверки <b>сбрось по одному Камню из каждой руки</b> и верни в мешок остальные.;{check_reminder};ultimate;1
0;Книга жизни;crypto/book3.png;Эта книга — причудливая смесь дамского романа и автобиографии неизвестной женщины. Книга о жизни в старину — и ты даже не можешь понять, какой же она описывает год. Книга о диких нравах того времени. История, полная страданий и бедствий — и обещающая справедливость в самом конце. Эту историю невозможно понять. Ее можно лишь принять и прочувствовать всем сердцем, на своем личном опыте...;<b>Чтобы открыть этот Конверт</b>, ты должен выполнить каждое из этих <b>ПЯТИ социальных действий</b>:{1mm}А. <b>Проставить выпивку всем в баре</b>.{1mm}B. <b>Проголосовать на вечернем собрании</b>.{1mm}C. <b>Помочь хотя бы одному человеку в Приступе</b> Болезни или Травмы (любым способом, после которого его реально отпустит).{1mm}D. <b>Стать свидетелем или участником драки или стрельбы</b>.{1mm}E. <b>Стать свидетелем или участником Казни</b>.{2mm}Достаточно, чтобы ты выполнил эти действия во время игры, неважно, до обнаружения конверта или после.;;ultimate;1
0;;;;;;;3
0;Сокровище или дешевка?;crypto/treasure4.png;Совершенно очевидно, что эта вещь — древняя. Но что именно это такое? Часть украшения или запоротая ювелиром заготовка? Точно на этот вопрос сможет ответить только человек, хорошо знающий историю этих мест. А заодно — он же сможет убедить почтмейстера, что за эту вещь следует заплатить, не скупясь.;<b>Чтобы вскрыть этот конверт</b> и забрать содержимое, нужно пройти Проверку: {1mm}Вытащи, НЕ глядя, из своего мешка столько Камней, каков твой <b>лимит Синих Камней</b>. {1mm}После этого поставь на конверт столько отметок, сколько <b>Синих Камней</b> ты вытащил. {2mm}Если после этого на конверте есть <b>хотя бы одна</b> отметка — Проверка пройдена, можешь вскрыть конверт. Если нет — Проверка провалена. {2mm} После Проверки верни вытащенные Камни в мешок.{1mm}Когда пойдешь продавать находку почтмейстеру — <b>захвати с собой конверт и покажи ему отметки!</b>;{check_reminder};treasure;10
0;Первоначальный блеск;crypto/treasure10.png;Эта штука — определенно ценная и изготовлена из благородных материалов. Однако от времени она успела потемнеть и покрыться тончайшим слоем черного налета. Перед тем как ты сможешь выручить за эту вещь хоть какие-то деньги, придется еще чуть-чуть постараться и поработать руками, чтобы вернуть старинной находке ее первоначальный блеск. Кажется, здесь пригодился бы крепкий спирт!;<b>Чтобы вскрыть этот конверт</b> и забрать содержимое, нужно сделать следующее: {2mm}Потрать из своего мешка <b>3 Зеленых</b> Камня, чтобы методично и упорно оттереть находку противной сухой тряпкой.{2mm}{OR}{2mm}Используй игровую <b>бутылку Виски</b> (символически протри конверт спиртом, а остальное можешь выпить — не пропадать же добру!), чтобы решить проблему нетрадиционным применением алкоголя. ;;treasure;10
0;Золотая лихорадка;crypto/treasure6.png;В этом приплюснутом комке грязи ты различаешь блеск благородного металла! Ты богат, богат, богат!<br/>Осталось только приложить чуть-чуть усилий, чтобы отчистить эту штуку до блеска и подготовить к продаже!..;<b>Чтобы вскрыть этот конверт</b> и забрать содержимое, нужно сделать следующее: {2mm}<b>Начинай тереть край конверта о любую поверхность</b> (например, об стол) <b>пока бумага не изотрется до дыр</b>, и конверт не окажется вскрыт!{1mm}Осторожно, не повреди сам предмет внутри конверта — иначе тебе никто не заплатит!{2mm}Черт, все эти люди вокруг так подозрительно на тебя смотрят! Точно, они хотят отобрать твою добычу! {1mm}Постарайся не дать никому увидеть этот конверт, пока ты не вскроешь его и не продашь содержимое.; ;treasure;10
0;Богат и знаменит;crypto/treasure5.png;Доставшаяся тебе находка — явно имеет немалую цену, так что ты теперь богат и знаменит! Тебя так и подмывает собрать своих знакомых, отмыть предмет от грязи и похвастать перед ними своей удачей. Или, может быть, не стоит привлекать лишнего внимания и сделать все по-тихому?..;<b>Чтобы вскрыть этот конверт</b> и забрать содержимое, нужно сделать следующее: {2mm}<b>Потрать</b> из своего мешка <b>2 Синих или 2 Зеленых Камня</b>, на твой выбор (просто достань и сбрось их), чтобы обуздать свое стремление похвастаться и сделать все по-тихому, не привлекая внимания...{2mm}ЛИБО{2mm}<b>Собери компанию</b> минимум <b>из двух других персонажей</b> и похвастайся им, наконец, своим трофеем! Сразу после этого в их присутствии вскрой конверт и достань содержимое.; ;treasure;10
0;Только терпение!;crypto/shell.png;Очевидно, для какого-то ребенка индейцев эта затейливо вырезанная раковина с катающейся внутри жемчужиной была игрушкой — головоломкой, а может, погремушкой. Но как-то же ее создатель запихнул туда эту треклятую жемчужину! Спокойствие, только спокойствие! Главное, не поддаться эмоциям и не расколошматить эту штуковину молотком!;<b>Чтобы вскрыть этот конверт</b> и забрать содержимое, нужно пройти Проверку: {1mm}Вначале, НЕ глядя, положи на конверт <b>5 Камней</b> из своего мешка. Теперь выполняй ЛЮБЫЕ из ТРЕХ следующих действий, пока не закончишь Проверку: {1mm}* сбрось с конверта <b>1 Зеленый</b> Камень, чтобы сбросить вместе с ним <b> ДО 2 Красных</b> и <b>сразу же после этого, положить на конверт еще 1 случайный Камень</b> из мешка.{1mm}* верни в мешок с конверта <b>1 Синий</b> Камень, чтобы вернуть вместе с ним с конверта <b>еще 1 любой</b> и <b>сразу же после этого, положить на конверт еще 1 случайный Камень</b> из мешка.{1mm}* окончи Проверку. В этот момент, если на конверте <b>нет Красных Камней</b>, Проверка пройдена, иначе провалена. {1mm}После Проверки сбрось все Камни с конверта.;{check_reminder};rare;4
0;Сдувая пылинки;crypto/ancient2.png;Что-то подсказывает тебе — простым сдуванием пылинок дело тут явно не обойдется! Этот старинный предмет покрыт густым слоем какой-то противной, липкой пыли и плесени. И аккуратно очистить его, не надышавшись этой мерзости, будет очень не просто…;<b>Чтобы вскрыть этот конверт</b> и забрать содержимое, нужно пройти Проверку: {2mm}Достань из мешка, <b>НЕ глядя</b>, ПЯТЬ Камней.{2mm}Если среди них <b>есть хотя бы ДВА Синих — Проверка пройдена</b>, а <b>в ином случае — провалена</b>.{2mm}После Проверки <b>в любом случае верни в мешок</b> все вытащенные Камни.{2mm}Если ты <b>провалил эту Проверку</b> — то ты надышался противной пыли, и у тебя <b>начался Приступ Болезни</b>.;{check_reminder};rare;4
0;Зловещий артефакт;crypto/sun.png;Этот артефакт выглядит крайне зловеще — тонкие кости каких-то животных, тонкая проволока, острые кусочки каких-то стекол — и толстый слой вековой грязи и пыли. Потребуется изрядно смекалки, сноровки и аккуратности, чтобы отчистить его, не поранившись…;<b>Чтобы вскрыть этот конверт</b> и забрать содержимое, нужно пройти Проверку: {1mm}Вначале, НЕ глядя, достань из своего мешка <b>2 Камня</b> — вытащенные <b>Синие положи на конверт</b>, а остальные верни обратно в мешок. После этого начинай <b>вытаскивать</b> из своего мешка, НЕ глядя, <b>Камни по одному</b>.{1mm}<b>Зеленые и Синие</b> — так же <b>клади на конверт</b>.{1mm}Если же вытащен <b>Красный — верни обратно</b> в мешок <b>его и один из Камней с конверта</b>.{1mm}Проверка пройдена, как только на конверте накоплено <b>4 Синих и 1 Зеленый, либо 2 Синих и 5 Зеленых</b>.{1mm}Если же был <b>вытащен Красный</b> Камень, а <b>на конверте пусто</b> — Проверка провалена.{1mm}В конце Проверки, в любом случае, верни все Камни с конверта обратно в мешок.{1mm}Если ты <b>провалил Проверку</b> — ты все же умудрился пораниться, и у тебя <b>начался Приступ Болезни</b>.;{check_reminder};rare;4
0;Что это может быть?;crypto/treasure7.png;Далеко не все, что достают из земли, имеет реальную ценность. Глядя на эту находку, ты ощущаешь сомнения… Что это такое? Обычная бесполезная безделушка? Или что-то, имеющие историческую или коллекционную ценность? Возможно, если бы у тебя был солидный багаж знаний, разобраться было бы проще. А так — хоть к эксперту обращайся, хоть сам напрягай память и ищи рисунки похожих предметов в библиотеке.;<b>Чтобы вскрыть этот конверт</b> и забрать содержимое, нужно сделать следующее: {1mm}Сначала <b>приди в библиотеку</b> и полистай там какие-нибудь книги или поразглядывай другие конверты.{1mm}Далее <b>потрать</b> из своего мешка <b>несколько Камней</b> (просто достань и сбрось их).{1mm}Точное количество Камней при этом зависит от твоего <b>лимита на Синие Камни</b>:{1mm}* лимит  <b>от 1 до 3 — ДВА Синих Камня</b><br/>* лимит <b>от 4 до 5 — ОДИН Синий Камень</b><br/>* лимит <b>6 и больше — проходится бесплатно</b>.;;rare;10
0;Острой палочкой;crypto/treasure8.png;Перед тобой — извлеченный из земли комок глины, в контурах которого смутно угадывается какой-то древний предмет...<br/>Чтобы привести эту вещь в божеский вид и очистить от грязи — придется приложить немного старания и смекалки. Но делать это надо предельно аккуратно, тонкой заостренной палочкой, чтобы не повредить ценную находку. Здесь пригодилась бы заточенная ножом спичка!..;<b>Чтобы вскрыть этот конверт</b> и забрать содержимое, нужно сделать следующее: {2mm}<b>Возьми целую спичку и аккуратно заточи ее ножом</b>, а потом вскрой конверт этой самой спичкой и выброси ее в мусор.; ;rare;10
0;Дым без огня;crypto/ancient2.png;Судя по форме, когда-то это был явно рукотворный предмет — теперь же он превратился в бесформенный, твердый комок глины. Налипшая грязь успела затвердеть за несколько веков, которые этот предмет пролежал в земле, и теперь никак не отмывается и не счищается даже твердым металлическим ножом. Но кажется, у тебя есть план...;<b>Чтобы вскрыть этот конверт</b> и забрать содержимое, нужно сделать следующее: {2mm}<b>Опусти край конверта в кипяток</b>, а когда бумага размокнет — разорви ее.; ;rare;10
0;Индейский амулет;crypto/amulet.png;Если ты правильно помнишь рассказы Джона Салливана, владельца местного спикизи, амулет такой формы имел право носить только самый выдающийся индеец, чаще всего вождь. Индейцы верили, что если его просто возьмет в руки человек, не достойный его — на человека падет страшное проклятие предков. Ты, конечно, не веришь в эти предрассудки, но береженого, как известно...;<b>Чтобы вскрыть этот конверт</b> и забрать содержимое, нужно сделать следующее: {2mm}<b>Потрать</b> из своего мешка <b>2 Зеленых Камня</b> — прояви волю и убеди себя, что тебе нечего бояться бабушкиных сказок. {1mm}ЛИБО{1mm}Аргументированно докажи самому себе, что ты как раз такой выдающийся человек: добейся, чтобы у тебя в мешке было <b>больше 10 Камней</b>. {1mm}Если в твоем мешке сейчас больше 10 Камней — можешь немедленно вскрыть конверт.;;rare;10
0;В мире животных;crypto/bird.png;Из бесформенного комка глины, который представляет собой эта находка, торчит обломанный край пера какой-то местной птицы… Ты почему-то убежден, что в процессе очистки этого предмета от глины перо будет повреждено окончательно, и его придется заменить. Но любой коллекционер сразу заметит это — так что замена должна быть натуральной и качественной!..;<b>Чтобы вскрыть этот конверт</b> и забрать содержимое, нужно сделать следующее: {2mm}Найди <b>целое птичье перо</b>.{2mm}{OR}{2mm}Потрать <b>3 Синих Камня</b>, чтобы вскрыть конверт сразу — скрепя сердце, очистить находку от грязи и понять... <small><small><small><small><small><small><small>что перо вообще не было частью предмета, а просто лежало в земле рядом...</small></small></small></small></small></small></small>; ;rare;10
