print;display_type;price;name;trinket_flavor;trinket_tech;2print
0;valuable;600;Сокровище, лот;Самое настоящее древнее сокровище, оставшееся со времен прибытия первых поселенцев, или чуть более позднего периода. Вещь искуссно выполнена настоящим мастером из золота и серебра и наверняка стоит немалых денег! Будь уверен, здешний почмейстер оторвет ее с руками! Впрочем, почтмейстер — мужик хитрый и настоящей цены сразу никогда не даст. Надо будет поторговаться!;Отнеси это почтмейстеру — возможно, он купит у тебя эту вещь за несколько сотен долларов!;2
0;valuable;700;Сокровище, лот;Самое настоящее древнее сокровище, оставшееся со времен прибытия первых поселенцев, или чуть более позднего периода. Вещь искуссно выполнена настоящим мастером из золота и серебра и наверняка стоит немалых денег! Будь уверен, здешний почмейстер оторвет ее с руками! Впрочем, почтмейстер — мужик хитрый и настоящей цены сразу никогда не даст. Надо будет поторговаться!;Отнеси это почтмейстеру — возможно, он купит у тебя эту вещь за несколько сотен долларов!;1
0;valuable;1000;Золото, лот;Этот перец изготовлен из чистого золота и сияет на солнце, заставляя нервно сглатывать от одной мысли о том, сколько денег можно было бы выручить, продав эту штуку какому-нибудь ценителю. Местный почмейстер наверняка оторвет ее с руками! Только бы не прогадать с ценой!..;Отнеси это почтмейстеру — возможно, он купит у тебя эту вещь за несколько сотен долларов!;3
0;amulet;100;Амулет, лот;Это древний амулет воинов индейцев. Судя по всему, право носить такую штуку получали те воины племени, которые смогли доказать в честном кулачном бою свою способность наносить сокрушительные удары, или отражать их…;Отнеси это бармену Джону Салливану — за это он, возможно, улучшит какие-нибудь из твоих боевых навыков!;25
0;amulet;200;Амулет, лот;Это древний амулет воинов индейцев. Символизирует ловкость и стремительность, необходимые для того, чтобы увернуться от удара или брошенного томагавка…;Отнеси это бармену Джону Салливану — за это он, возможно, улучшит какие-нибудь из твоих боевых навыков!;15
0;amulet;300;Амулет, лот;Это древний амулет воинов индейцев. Такие амулеты носили самые опытные воины племени, способные в одиночку, голыми руками, удержать вражеского воина, или вовремя укрыться от пущенной в них стрелы…;Отнеси это бармену Джону Салливану — за это он, возможно, улучшит какие-нибудь из твоих боевых навыков!;12
0;amulet;400;Амулет, лот;Это редчайший амулет древних индейских воинов! Право носить его получали лишь лучшие, поистине легендарные воины племени, делом доказавшие свое умение сражаться всеми видами оружия и голыми руками. Поговаривают, что один такой воин мог справиться с тремя противниками... ;Отнеси это бармену Джону Салливану — за это он, возможно, улучшит какие-нибудь из твоих боевых навыков!;6
0;artefact;1;Артефакт;Пока ты носишь этот артефакт — ты ощущаешь удивительное чувство гармонии. Кажется, что любые проблемы можно избыть в бутылке-другой старого доброго виски…;Этот артефакт позволяет отменить любой свой Приступ Болезни или Травмы, если ты напился до состояния отключки (выпил бутылку Виски, пока на тебя еще действует опьянение от предыдущей бутылки).{1mm}Этот артефакт действует только в том случае, когда твой Лимит Красных Камней ТРИ или выше!{1mm}{artefact_suffix};1
0;artefact;1;Артефакт;Этот таинственный артефакт сам собой вызывает у тебя странные… развязные мысли…;Этот артефакт позволяет в любой Проверке, где ты сбрасываешь Камни повесить ОДИН из этих Камней на булавку вместо сброса, если ты готов сделать это сразу и позволяют другие условия.{1mm}Этот артефакт действует только в том случае, когда твой Лимит Красных Камней ТРИ или выше!{1mm}{artefact_suffix};1
0;artefact;1;Артефакт;Символ несокрушимой цепи, единства и общности. Наполняет спокойствием сердце и радостью душу.;Этот артефакт позволяет получить еще один Красный Камень,  всякий раз, когда ты совершаешь потребление продуктов экономики в копании (пьешь в Баре, куришь Сигары в компании или раздаешь Патроны из пачки).{1mm}Этот артефакт действует только в том случае, когда твой Лимит Красных Камней ТРИ или выше!{1mm}{artefact_suffix};1
0;artefact;1;Артефакт;Стоит лишь тебе оказаться ближе к другим людям, в шумном Баре или плотной толпе — и от этого артефакта начинает исходить приятное, согревающее тепло…;Пока ты носишь этот артефакт и находишься в толпе — у тебя НЕ может начаться Приступ Болезни или Травмы.{1mm}Этот артефакт действует только в том случае, когда твой Лимит Красных Камней ТРИ или выше!{1mm}{artefact_suffix};1
0;artefact;1;Артефакт;Еще быстрее! — словно бы говорят тебе неровные, стремительные линии этого загадочного предмета…;Этот артефакт позволяет отменить ОДНО любое Попадание в каждой Перестрелке. Просто скажи противнику, что он промахнулся.{1mm}Этот артефакт действует только в том случае, когда твой Лимит Зеленых Камней ТРИ или выше!{1mm}{artefact_suffix};1
0;artefact;1;Артефакт;Сжимая этот предмет в руке, ты словно ощущаешь прилив решимости и уверенности. Все ради победы! Ни шагу назад!;Этот артефакт позволяет в любой Проверке раскрасить пару из Красного И Синего Камней в Зеленый цвет.{1mm}Этот артефакт действует только в том случае, когда твой Лимит Зеленых Камней ТРИ или выше!{1mm}{artefact_suffix};1
0;artefact;1;Артефакт;На вид — простая металлическая безделушка, этот артефакт на самом деле кажется твердым и несокрушимым, даже более прочным, чем алмаз.;Этот артефакт позволяет во время любого Сеанса Гипноза в Атласе коллективного бессознательного (но НЕ Неведомого), сбросить ОДИН Зеленый Камень из мешка, чтобы проснуться НЕМЕДЛЕННО, прервав любые эффекты Атласа или команд Гипнотизера.{1mm}Этот артефакт действует только в том случае, когда твой Лимит Зеленых Камней ТРИ или выше!{1mm}{artefact_suffix};1
0;artefact;1;Артефакт;Странные символы на поверхности этого предмета словно бы сами собой складываются в слово «ярость». И да! Ты согласен с ними!;Этот артефакт позволяет получить один Зеленый Камень за каждого персонажа, которого ты изобьешь.{1mm}Этот артефакт действует только в том случае, когда твой Лимит Зеленых Камней ТРИ или выше!{1mm}{artefact_suffix};1
0;artefact;1;Артефакт;Стоит лишь тебе взять в руки этот предмет — и ты словно воочию видишь, как течет кровь по твоим жилам, как сокращается каждая мышца и как слаженно все органы и части тела играют неслышимую музыку под мудрым управлением невидимого умелого дирижера…;Этот артефакт позволяет получать дополнительный Синий Камень, при приеме каждой порции любого Лекарства.{1mm}Этот артефакт действует только в том случае, когда твой Лимит Синих Камней ТРИ или выше!{1mm}{artefact_suffix};1
0;artefact;1;Артефакт;Зацепленные между собой колесики, слаженный часовой механизм… Нет ничего более прекрасного, чем этот прибор, размеренно отсчитывающий крупинки вечности и не знающий сбоев и преград…;Этот артефакт позволяет сразу взломать любую дверь (без Проверки), если в твоем мешке есть нужное число Синих Камней.{1mm}Этот артефакт действует только в том случае, когда твой Лимит Синих Камней ТРИ или выше!{1mm}{artefact_suffix};1
0;artefact;1;Артефакт;Закрученная спираль, новый виток разума… Глядя на этот предмет, ты внезапно осущаешь свою силу — силу своего разума, позволяющего погрузить чужой разум в гипнотический транс…;Этот артефакт наделяет способностями Гипнотизера, смотри приложенные к нему Сертификаты.{1mm}Этот артефакт действует только в том случае, когда твой Лимит Синих Камней ТРИ или выше!{1mm}{artefact_suffix};1
0;artefact;1;Артефакт;Крошечное стекло словно бы выхватывает мельчайшие детали, будь то пятна чернил на старой бумаге от неуверенного касания пера или невидимые под слоем грязи контуры старинного предмета…;Этот артефакт позволяет получать один Синий Камень в свой мешок после успешного решения любой Крипто-задачи.{1mm}Этот артефакт действует только в том случае, когда твой Лимит Синих Камней ТРИ или выше!{1mm}{artefact_suffix};1
0;artefact;1;Часть артефакта;Часть статуэтки с выемкой под драгоценный камень. Вот только самого камня нет... Кто-то варварски выдрал его из блестящего металла…;Замени этот сертификат на тот, что под ним, если:{1mm}* экспедиция с твоим участием успешно прошла участок №10 (Глубины){2mm}ЛИБО если ты{2mm}* трижды помог женщине в беде{3mm}Если ты когда-либо по своей воле отдашь этот предмет — он больше никогда НЕ будет на тебя действовать.;
0;artefact;1;Часть артефакта;Часть статуэтки с выемкой под драгоценный камень. Вот только самого камня нет... Кто-то варварски выдрал его из блестящего металла…;Замени этот сертификат на тот, что под ним, если:{1mm}* экспедиция с твоим участием успешно прошла участок №10 (Глубины){2mm}ЛИБО если ты{2mm}* трижды победил в силовом конфликте{3mm}Если ты когда-либо по своей воле отдашь этот предмет — он больше никогда НЕ будет на тебя действовать.;
0;artefact;1;Часть артефакта;Часть статуэтки с выемкой под драгоценный камень. Вот только самого камня нет... Кто-то варварски выдрал его из блестящего металла…;Замени этот сертификат на тот, что под ним, если:{1mm}* экспедиция с твоим участием успешно прошла участок №10 (Глубины){2mm}ЛИБО если ты{2mm}* погрузила в Неведомое три человека{3mm}Если ты когда-либо по своей воле отдашь этот предмет — он больше никогда НЕ будет на тебя действовать.;
0;artefact;1;Часть артефакта;Часть статуэтки с выемкой под драгоценный камень. Самого камня нет — но мир не терпит пустоты, и из провала начала сочится алая кровь... Страшно подумать, какой будет полная мощь статуэтки, собранной заново! Но чтобы собрать её — нужны ВСЕ ТРИ её части, ТРИ драгоценных куска янтаря, чтобы заменить утерянные камни и Леноран.;<span style={quot}line-height: 1.4em{quot}><span style={quot}font-size: 1.4em{quot}>Если этот артефакт у тебя:{1mm}* получаешь +15 Красных Камней для голосования на вечернем Собрании{1mm}* игнорируй Красные диоды</span></span>{3mm}Если ты когда-либо по своей воле отдашь этот предмет — он больше никогда НЕ будет на тебя действовать.;
0;artefact;1;Часть артефакта;Часть статуэтки с выемкой под драгоценный камень. Самого камня нет — но мир не терпит пустоты, и из провала начали расти острые изумрудные кристаллы... Страшно подумать, какой будет полная мощь статуэтки, собранной заново! Но чтобы собрать её — нужны ВСЕ ТРИ её части, ТРИ драгоценных куска янтаря, чтобы заменить утерянные камни и Леноран.;<span style={quot}line-height: 1.4em{quot}><span style={quot}font-size: 1.4em{quot}>Если этот артефакт у тебя:{1mm}* во время Сеанса Гипноза ВСЕГДА можешь делать выбор сам, игнорируя гипнотизера{1mm}* игнорируй Зеленые диоды</span></span>{3mm}Если ты когда-либо по своей воле отдашь этот предмет — он больше никогда НЕ будет на тебя действовать.;
0;artefact;1;Часть артефакта;Часть статуэтки с выемкой под драгоценный камень. Самого камня нет — но мир не терпит пустоты, и внутри провала крубится синяя дымка... Страшно подумать, какой будет полная мощь статуэтки, собранной заново! Но чтобы собрать её — нужны ВСЕ ТРИ её части, ТРИ драгоценных куска янтаря, чтобы заменить утерянные камни и Леноран.;<span style={quot}line-height: 1.2em{quot}><span style={quot}font-size: 1.2em{quot}>Если этот артефакт у тебя:{1mm}* можешь сбросить 3 Синих Камня, чтобы открыть Атлас Бессознательного на случайной странице, прочитать её вслух и проснуться{1mm}* игнорируй Синие диоды</span></span>{3mm}Если ты когда-либо по своей воле отдашь этот предмет — он больше никогда НЕ будет на тебя действовать.;
0;risk;;;Смахивая пыль и каменную крошку со старого дизельного генератора, я размышлял, как нам лучше запустить его. Одолевало чувство голода — надо было всё-таки поесть перед экспедицией! Крутившиеся за спиной помощники с говяжьими сэндвичами в руках не способствовали рабочей обстановке и ужасно отвлекали. Так! Главное — сейчас не напортачить. При работе с системой освещения важно три вещи: не пролить дизель, не схватиться за оголённый провод, и... не есть чёртовы сэндвичи с говядиной за работой!;<hr/><b>Камней достать:  2 | Очков набрать:  4</b>{1mm}{plus}{plus} ЗА {gem_blue} | {plus} ЗА  {gem_green} | {zero} ЗА {gem_red}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> Помощника ударило током! Пятнадцать минут он НЕ может быть Героем и разговаривать — может только мотать головой и мычать от боли...;
0;risk;;;Туповатым Билли и Сэму, деревенским парням, увязавшимся с нами в эту экспедицию, было строго запрещено трогать что-либо без разрешения. Особенно старые холодильники. Но после того, как парни нашли под лабораторным столом чудом уцелевшую в этом разгроме бутылку пива {quot}Bulleye{quot} — они в момент забыли о полученных командах. Сейчас они тянулись прямо к дверце холодильника, а у меня оставалось лишь несколько мгновений, чтобы решительно наорать на них и остановить их...;<hr/><b>Камней достать:  2 | Очков набрать:  2</b>{1mm}{plus} ЗА {gem_green} {gem_red} | {minus} ЗА {gem_blue}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> адский смрад давно протухших в холодильнике стейков разлился в помещении! Помощника стошнило, и он вытошнил ещё 2 Камня из своего мешка...;
0;risk;;;Поврежденная гипномашина упорно не хотела работать — мешала система безопасности, обнаружившая многочисленные повреждения. Вздохнув, я решительно наплевал на технику безопасности и отключил аварийное пробуждение... Пламя вспыхнуло вокруг меня, заставив перенестись в горящую церковь и скорчится от нестерпимого жара... Где-то самым краем сознания я слышал, как меня отчаянно пытаются разбудить мои товарищи... Сейчас мне нужны все мои разум и воля, чтобы вырваться из этого кошмара!..;<hr/><b>Камней достать:  3 | Очков набрать:  3</b>{1mm}{plus} ЗА {gem_green} {gem_blue} | {minus} ЗА {gem_red}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> Герой валяется в забытьи и мычит от нестерпимой боли, пока ему не сделают {quot}Очнись!{quot} или не закончится экспедиция.;
0;risk;;;Табличка: «баллистический комплекс — отменено» на входе. Внутри мертвенно пусто, ни патронов, ни взрывчатки. Лишь труп огромного мужчины лежал в помещении. Настоящий красавец, прирожденный охотник и  стрелок, он, очевидно, не успел покинуть лабораторию до залпов Худа и погиб, когда Британия ступила на землю своей главной колонии. Между нами возник спор: нужно ли похоронить его и пустить по кругу бутылку, почтив память павшего. Или следует двигаться дальше. Время поджимает, и тут неуместны долгие разговоры: пора слушать сердце и чувство долга...;<hr/><b>Камней достать:  2 | Очков набрать:  3</b>{1mm}{plus}{plus} ЗА {gem_red} | {plus} ЗА  {gem_green} | {minus} ЗА  {gem_blue}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> Помощник был окончательно подавлен нашим спором — он теряет 3 Зеленых и 1 Желтый Камни.;
0;risk;;;{quot}Ты понимаешь, что у этих лекарств срок годности истёк два года назад? Не надо этого делать!{quot} — отговаривали меня настороженные товарищи. Я только вздохнул. К сожалению, оборудование было серьезно повреждено, и без медикаментов погружение в транс на грани жизни и смерти было невозможным. Наконец все замолчали, осознав серьезность моих намерений. {quot}Помогите мне лучше правильно рассчитать дозировку{quot}, — скрывая дрожь в голосе произнес я, — {quot}И проследите за процедурой, на всякий случай!..{quot};<hr/><b>Камней достать:  2 | Очков набрать:  2</b>{1mm}{plus} ЗА {gem_blue} | {zero} ЗА  {gem_green} {gem_red}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> Герой впал в Императивное Поведение: {quot}Безумие{quot} на 9 часов. Он больше не может принимать участие в этой экспедиции.;
0;risk;;;— Я попытаюсь войти в коллективное бессознательное и найти отпечаток последних часов жизни местных ученых. Быть может, это подскажет нам, где искать результаты их работ! — я осторожно взял электроды гипнотического устройства, — Да, я понимаю, что это весьма опасно, и эту реку можно и не перейти обратно. Но какие у нас чёрт возьми, альтернативы?<br/>Сжав в кулаке свои разум и яйца, я решительно выпил стимулирующий напиток, проваливаясь в транс...;<hr/><b>Камней достать:  3 | Очков набрать:  6</b>{1mm}{plus}{plus} ЗА {gem_blue} | {plus} ЗА  {gem_green} | {zero} ЗА {gem_red}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> следующие полтора часа Герою КАЖЕТСЯ, что ВСЕ люди — гниющие мертвецы в желтых Колпаках. Он не желает и НЕ может подойти к ним ближе, чем на расстояние вытянутой руки.;
0;risk;;;Франклин дружелюбно улыбнулся и продолжил: — {quot}Плыви, мальчик мой. Пакет-бот доставит тебя вовремя, я всё учел, даже Гольфстрим. Главное — НЕ открывай конверт с письмом!{quot}<br/>И вот я посреди Атлантики, раздумываю, стоит ли мне открыть письмо или послушаться Старика. И тут молодой гипнотизер возьми да вякни: — {quot}Конечно! Время узнать, что он задумал!..{quot} С содроганием я открыл конверт, зазвучали жуткие Слова, и в море разверзся ад. Штормовой ветер, синие вспышки молний! Время уносит мой корабль вникуда, и если меня сейчас не вырвут из этого транса — нам всем конец!;<hr/><b>Камней достать:  0 | Очков набрать:  5</b>{1mm}{plus}{plus} ЗА {gem_red} | {plus} ЗА {gem_green} | {zero} ЗА {gem_blue}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> оторвите и уничтожьте ВСЕ ранее приклеенные марки;
0;risk;;;Я вставил последнюю плату взамен поврежденной и щелкнул выключателем. Как же удачно, что старый лаборант в Университете им. Франклина любезно предоставил нам целый мешок запасных частей! Я не учёл только одного… Вороватые работяги, прослышав, что радиотехнику делают из драгоценного золота и серебра, успели выпаять несколько самых крупных деталей! Треск электричества, запах дыма — и вот уже аппарат вспыхнул, и теперь огонь угрожает погубить все плоды нашей работы и отбросить проект к самому началу... Нужно решительно погасить пожар!;<hr/><b>Камней достать:  3 | Очков набрать:  3</b>{1mm}{plus} ЗА {gem_green} | {zero} ЗА  {gem_blue} | {minus} ЗА {gem_red}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> оторвите и уничтожьте ВСЕ ранее приклеенные марки;
0;risk;;;Питер, седой лаборант ещё из старого состава, осторожно положил мешок с чем-то шевелящимся внутри и вышел, буркнув: — {quot}Ну, попался… Не трогайте мешок, мужики!{quot} Терпения у девушек хватило минут на пять — вскоре они уже обступили находку со всех сторон, задумчиво глядя на нее и гадая, что же может находиться внутри. Да, уговаривать женщин НЕ делать чего-то — почти безнадежное дело. Но стоит хотя бы попытаться, ведь Питер же чётко выразил свою просьбу!;<hr/><b>Камней достать:  3 | Очков набрать:  6</b>{1mm}{plus} ЗА {gem_red} {gem_green} | {zero} ЗА {gem_blue}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> женщины украдкой заглянули в мешок — и из него выскочил старый КОТ Питера, который немедленно побежал жаловаться Лорду Протектору. Сообщите мастерам, в каком доме это случилось.;
0;risk;;;Шон в целом неплохой парень, идейный. Но есть у него одна проблема: как и любой ирландец, он всё время ходит бухим — и где только он достает пойло в такое время! Его, конечно, можно понять — после того, что чёртов Протектор сделал с Ирландией! И в любой другой обстановке мы бы прикрыли глаза на его маленькую слабость. Но наши экспедиции — слишком опасное и ответсвенное дело, потому рисковать мы не можем. Что ж, пора уже надавить парню на чувство сознательности и решительно поговорить с ним...;<hr/><b>Камней достать:  3 | Очков набрать:  3</b>{1mm}{plus} ЗА {gem_red} {gem_green} | {zero} ЗА {gem_blue} {2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> поговорив и выпив с Шоном, Помощник окончательно размяк... Он сбрасывает ВСЕ свои Зеленые Камни и получает такое же количество Красных (соблюдая лимиты).;
0;risk;;;В процессе погружения нам удалось поднять на поверхность канистру авиационного спирта. По недосмотру, охранять канистру поставили одного ирландского паренька. Стоит ли говорить, что когда мы пришли, праздник был в самом разгаре: дорвавшиеся до бухла мужики просто потеряли всякую осторожность. Нужно аккуратно снизить градус веселья, пока шум не привлек внимание! Однако слова нужно выбирать не только с чувством, но и тщательно взвесив — ведь попытку давить могут воспринять как агресисию...;<hr/><b>Камней достать:  3 | Очков набрать:  3</b>{1mm}{plus} {gem_red} {gem_blue} | {minus} ЗА {gem_green}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> Герой и Помощник оба подверглись агрессии пьяных рабочих! Каждый из них должен сделать ДВА Уклонения, иначе получит Ранение.;
0;risk;;;Перед погружением один ирландский паренек попросил разрешения на молитву. Конечно, разрешение было получено, ведь нам предстояло рискованное предприятие, а совместная молитва может укрепить командный дух. Мы осознали всю опасность ситуации только минуте на пятнадцатой, когда в действо оказалось втянуто уже больше половины группы. Исступление буквально витало в воздухе, и нужно было мудро и решительно положить конец этой религиозной вакханалии. И уж точно не стоило подливать масла в огонь самим.;<hr/><b>Камней достать:  2 | Очков набрать:  4</b>{1mm}{plus}{plus} ЗА {gem_blue} {gem_green} | {minus} ЗА {gem_red}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> Помощник был захвачен царящим религиозным угаром. Он яростно теряет все свои Синие Камни и пропускает следующую ситуацию.;
0;risk;;;Гипнотические комплексы ставили в местах наиболее сильных гипнотических аномалий. Посторонние предметы, разговоры и употребление алкоголя строжайше запрещались в них — и не зря. Вот и сейчас, едва речь зашла про холодное пиво, как обычно спокойный, тихий подкаблучник мистер Браун мгновенно утратил человеческий облик, впав в транс. {quot}Ду золь Шпицрутен лауфен унд эршоссен, юдишь Швайн!{quot} — заорал он, размахивая обрезком трубы. Времени на рассуждения не было — нужно решительно обезвредить его!;<hr/><b>Камней достать:  1 | Очков набрать:  2</b>{1mm}{plus} ЗА {gem_green} {gem_red} | {zero} ЗА {gem_blue}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> Помощник и Герой (каждый за себя) выбирают: либо НИКАК не участвовать в следующей ситуации после драки с нацистской свиньёй, либо быть Избитыми.;
0;risk;;;Свински пьяные и перемазанные дерьмом, рабочие валялись прямо посреди прохода, ведущего наверх. Короткое расследование легко восстановило ход событий. Должно быть, предвкушая скорое возвращение, мужики не смогли устоять — и стали легкой добычей для бутылки крепкого пойла, с легкой руки Алого Короля и в пику Лорду Протектору, временами появляющегося в старом добром Салеме. Да уж! Вернуть этим пьянчугам человеческий облик будет не просто! Но не таскать же ящики самим — и я решительно направился к валяющимся телам...;<hr/><b>Камней достать:  3 | Очков набрать:  4</b>{1mm}{plus}{plus} ЗА {gem_green} | {plus} ЗА  {gem_red} | {zero} ЗА {gem_blue}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> Помощник и Герой оба надорвались и перемазались, и сбрасывают по 2 случайных Камня каждый. Марка всё равно клеится.;
0;risk;;;{quot}Чё будешь делать, как вернешься?{quot} — один из работяг выразительно посмотрел на другого. — {quot}Насвинячусь в дрова!{quot} — не стал скрывать второй. {quot}А чего тянуть-то{quot} — откуда ни возьмись появилась бутылка виски, — {quot}Давайте прямо сейчас по маленькой, а то холод донимает!{quot} Чернорабочие одобрительно засопели, жадно глядя на бутылку. А нам предстояло прямо сейчас решительно, но мягко, с пониманием, пресечь эту идею. В ином случае, мы уже через четверть часа получим если и не дрова, то пьяное стадо точно...;<hr/><b>Камней достать:  2 | Очков набрать:  3</b>{1mm}{plus}{plus} ЗА {gem_green} | {plus} ЗА  {gem_red} | {minus} ЗА {gem_blue}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> ощутив своё бессилие перед бутылкой виски, Герой и Помощник каждый сбрасывают по 1 Зеленому и по 1 Красному Камню.;
0;risk;;;Треск радиопомех и шелест привлекли наше внимание — где-то в глубине комплекса еще работало старое оборудование! Мы устремились на звук, протискиваясь через узкие проходы и пролезая среди завалов. В этих условиях было крайне сложно не терять бдительность и не потерять никого из своих... Сжимая в руке тяжелый газовый ключ, я прокладывал путь и надеялся, что кто-то не менее опытный проследит за хвостом группы...;<hr/><b>Камней достать:  2 | Очков набрать:  3</b>{1mm}{plus} ЗА  {gem_green} {gem_blue} | {zero} ЗА {gem_red}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> стоило Помощнику замешкаться, подтягивая отстающих, как на них тут же набросились обитавшие в катакомбах полчища крыс...<br/>Помощнику и еще одному игроку на его выбор отгрызли по одному случайному Камню из мешка.;
