print;level_name;image;level_text;difficulty1;solve_name1;solve_text1;difficulty2;solve_name2;solve_text2;success;s_effect;failure;f_effect;—
1;Химический комплекс 2;top_secret.gif;Химическая лаборатория не терпит суеты. Однако военное время не ждет, порой приходится прикрикивать на лаборантов, чтобы живее суетились. Вот и громогласный  <i>[персонаж]</i> не постеснялся пустить в ход командирский тембр. Один лаборант оказался очень чувствительным юношей и слишком лично принял идиомы нашего коллеги. Он заперся в лаборатории и угрожает вылить на себя полную десятилитровую бутыль  концентрированной  серной кислоты. Что нам сделать? Наперебой всем вместе привести веские аргументы, что он совершает ошибку, достучаться до парня и остановить его? Или решительно выбить дверь, ворваться в комнату и понадеяться, что успеем остановить безумца?;7;Аргументы;{plus}{plus} за {gem_red} <br/>{plus} за {gem_blue}<br/>{zero} за {gem_green} ;4;Штурмуем дверь;{plus}  за {gem_green} {gem_red} <br/>{zero}  за {gem_blue} ;Нам удалось остановить парня, и он, весь в слезах, умолял не рассказывать его матери о таком поведении. Пообещав непременно показать его доктору Посли, мы наконец смогли вернуться к нашей работе.;Игроки получают успех в химическом комплексе.;Увы, мы все сделали неправильно. Страшный крик раздался из-за двери, отзываясь в наших ушах.  Пареньку точно конец, но погибал он долго и мучительно, не прекращая стонать. Мы чувствовали, что вина лежит на нас всех. ;<b>Вся группа должна пройти проверку {quot}УЧАСТИЕ В КАЗНИ{quot} </b>, или же Герой может освободить всех остальных от Проверки {quot}Участие в Казни{quot}, если скажет {quot}это все моя вина{quot}  и возьмет Черный Камень в свой мешок.;
1;Химический комплекс 3;top_secret.gif;Строжайшая учетность — залог успеха в любой химической лаборатории. Однако у нас явно пропадают дорогостоящие ингриенты. Обнаружив в себе детективную жилку,  <i>[персонаж]</i> провел настоящее расследование и выяснил, что одна из лаборанток тайно тратит драгоценные ингредиенты на лекарства, которые посылает на фронт. Нам явно придется в этот раз обойтись остатками реагентов, проявив всю нашу смекалку и решительную экономию. Но вопрос вот в чем: донести ли на девушку руководству синдиката, чтобы её уволили в назидание остальным? Или просто предупредить её, что такое поведение недопустимо?;7;Донести;{plus}{plus} за {gem_blue} <br/>{plus} за {gem_green} <br/>{zero} за {gem_red} ;7;НЕ доносить;{plus}{plus} за {gem_blue} <br/>{plus} за {gem_green} <br/>{zero} за {gem_red} ;Выбор был непростой, но теперь все хорошо... А применив режим жесткой экономии и изрядно смекалки мы достигли нужного нам результата и успешно выполнили наши работы.;Игроки получают успех в химическом комплексе.{2mm}* ЕСЛИ вы <b>донесли</b> на лаборантку, то Рассказчик <b>может прямо сейчас забрать ОДИН Камень со своих булавок в свой мешок, и сбросить остальные булавки.</b>{2mm}* Если вы <b>НЕ доносили</b> на Лаборантку, то Рассказчик <b>может прямо сейчас обменять ДВА своих Камня</b> (Красных, Синих или Зеленых) <b>на ТРИ Камня</b> из указанного набора цветов.;Без утраченных реагентов наша работа никак не хотела получаться. Жаль признаваться, но ничего не вышло... Но по крайней мере с виновницей все разрешилось...;Герой <b>теряет 2 Красных ИЛИ 2 Зеленых</b> Камня на выбор.;
1;Ботанический комплекс 1;top_secret.gif;В ботаническом комплексе ярко светят лампы, тропическая влажность и всегда приятно пахнет. Однако, по нашему саду явно раздается трупное зловоние. Лаборанты опасаются подходить к теплице с огромной росянкой, присланой нам из Бостона, лаборанты пересказывали, будто бы та  захватила кошку завхоза и поглотила её целиком.  Настоящий ученый <i>[персонаж]</i>  просто не может мириться с подобной глупостью и невежеством. Он решительно подошел к росянке. Как в страшном сне, растение стремительно схватило нашего коллегу за голову и сжалось вокруг его шеи. Что же делать? Стрелять на поражение в опасную тварь (можно отстрелять барабан, если есть оружие) и решительно вырвать злосчастного товарища из её хватки{semi} или проявить научный подход и разжать лепестки рычагом из подручных средств, навалившись всем вместе? У нас всего 15 секунд на выбор, и пусть техник начинает считать.;5;Стрелять;{plus}{plus} если стреляли (потратили барабан патронов)<br/>{plus} за {gem_green} {gem_red} <br/>{minus}  за {gem_blue} ;8;Рычаг;{plus}{plus} за {gem_blue}<br/>{plus} за {gem_red} {gem_green}  ;Голова нашего товарища показалась из лепестков. Тварь явно сильно пострадала в результате наших усилий, но да и пусть её. И откуда только этот монстр взялся в Бостоне? Стоит узнать об этом больше, но сейчас самое время доделать нашу работу. К счастью, теперь нам ничего не помешает.;Игроки получают успех в ботаническом комплексе.;Кажется, мы перестарались, и, пока боролись с хищной росянкой, размолотили большую чась ботанического сада.  Да и коллеге нашему изрядно досталось, неясно даже от кого больше — от нас или от цветка. Хорошо, что цветок повержен. Увы, ремонт комплекса займет много времени.;Отведи Героя в сторону. Предложи ему на <b>выбор: он либо Ранен</b> (и может попытаться отменить Ранение Проверкой), <b>либо Избит.</b>;
1;Ботанический комплекс 2;top_secret.gif;Мы с коллегами наслаждались работой в ботаническом комплексе, среди цветов и лекарственных трав, как к нам обратился встревоженный старший ботаник. По его словам выходило, что уже у нескольких лаборантов в тропической теплице возники странные отклонения в поведении. Они ведут себя буйно, развязанно и странно, подобно опиумным наркоманам. Быть может они просто разболтались, пьют на рабочем месте и нужно {quot}закрутить гайки{quot} ? Или всё сложнее, и стоит отправить  <i>[персонажа]</i>   разговорить одного из лаборантов, прикинувшись своим. Тут бы пригодилась бутылочка горячительного. Хотя она может и всё испортить.;4;Решительно за работу!;{plus}{plus}  за {gem_green} <br/>{plus}  за {gem_red} <br/>{zero}  за {gem_blue} ;6;Разговорить;{plus}{plus}  за {gem_red} <br/>{zero}  за {gem_blue} {gem_green} <br/>{minus}{minus}  за бутылку;Сделанный нами выбор оказался мудрым, лаборанты взяли себя в руки, и, кажется, перестали прикладываться к протирочному спирту, а вместе с этим исчезли и странные симптомы.;Игроки получают успех в ботаническом комплексе.;Несмотря на наши усилия, лаборанты как будто совсем свихнулись. Сочетание алкоголя и спор какого-то из тропических растений не только вызывает у людей галюцинации, но и очень опасно. Жаль, что мы так поздно это поняли. Теперь придется отправить лаборантов в стационар, а  <i>[персонажу]</i>  сопровождать их.;<b>Герой пропускает следующую cитуацию,</b> занимаясь лаборантами.;
1;Ботанический комплекс 3;top_secret.gif;Наши  ботанические испытания находились в завершающей стадии. Еще немного, и нам удастся получить именно такое растение, как было нужно стране. Работа кипела, и никто не обратил внимание на странное поведение одного из лаборантов. Вдруг юноша схватил самый ценный экземпляр, одним мощным резким движением перевернул наш стол со всеми горшками и бросился бежать. Ценнейшие экземпляры растений оказались на полу, рискуя быть затоптанными. Но стремительный <i>[персонаж]</i>  уже бежал по следу диверсанта. Что же нам предпринять:  решительно, всем вместе устроить облаву, или посочувствовать невинным растениям и побыстрее пересадить их?;7;Бежать по следу;{plus}{plus}  за {gem_green} <br/>{plus}  за {gem_red} <br/>{zero}  за {gem_blue} ;1;Подобрать растения;Автоматически провал.{2mm}В любом случае провала — наклей 2 марки в шпионские секции готовых Проектов.;Диверсант бежал быстро, но мы настойчиво отрезали ему все попытки к бегству.  Хорошо, что нас было много, он оказался крепким парнем. Нам удалось повязать его, и теперь шпион — забота военной контразведки, а наш бесценный  эксперимент спасен…;Игроки получают успех в ботаническом комплексе.;Лаборант-диверсант убежал уже далеко, лучше вернуться и собрать растения. Покончив со спасательными работами мы выяснили, что наш эксперимент не погублен окончательно. Немного труда, и мы восстановим все результаты. Осталось найти нашего коллегу — кажется, мы слышали какие-то хлопки...;Игроки получают успех в химическом комплексе.{2mm}Скажи герою, что <b>шпион произвел в него серию из ТРЕХ выстрелов подряд</b> — Ранен Герой или нет — зависит от его боевых способностей.;
1;Виварий 1;top_secret.gif;В Виварии, как и всегда, было душно, воняло и стоял жуткий гам. Сегодня привезли обезьян, и мы руководили переселением животных в постоянные клетки. Исполинских рамеров рыжий орангутан сразу привлек внимание  <i>[персонажа]</i>. Коллега подошел поближе, чтобы рассмотреть поразительное животное. Орангутан бросил взгляд, полный человеческой злобы, на нашего героя и неожиданно легко, как сухой тростник, сломал прутья своей клетки.  {quot}Скорее! Застрелите его! — закричал кто-то. {quot}Что вы, нет, наши пули только разозлят его!{quot}  — тут же отозвался другой. — {quot}Нужно всем вместе накидывать сети и петли, так мы нейтрализуем животное!{quot}{2mm}Что же нам делать? Обрушить на тварь яростный град свинца и подручных предметов (каждый из нас может отстрелять барабан патронов ЛИБО кидаться Камнями!) Или можно схватить сети, петли и палки с крюками, попытавшись нейтрализовать тварь! У нас только 15 секунд на выбор, и пусть техник начинает считать.;4;Стрелять;{plus} за каждый отстреляный барабан<br/>{plus} за {gem_green} {gem_red} — но считается, только если была стрельба <br/>{zero} за {gem_blue};7;Обездвижить тварь;{plus}  за {gem_red} {gem_green} <br/>{zero} за {gem_blue} ;Рыжий орангутан-великан задергался и заметался, яростно рыча, а потом застыл замертво. Кажется опасность миновала. Остальных животных удалось быстро успокоить , и мы смогли продолжить эксперименты.;Игроки получают успех в Виварии.;Рыжая бестия встала на задние лапы и обвела победным взором всех нас. Наши попытки остановить её только раззадорили зверюгу! <i>[Персонаж]</i> , не выдержав животного ужаса, источаемого орангутаном, попятился и оступился. Огромный зверь с удивительной для него прытью схватил нашего коллегу и опрометью бросился с ним в темноту старых тоннелей. Нам ничего не оставалось, кроме как прервать работу и идти поднимать на ноги всю  охрану...;Отведи Героя в сторону. Герой решает — или <b>выбывает до конца научной работы</b> и уходит (вырвался и сбежал на поверхность), <b>ЛИБО теряет 5 случайных Камней и Избит.</b>;
1;Виварий 2;top_secret.gif;Подрядчик уверял нас, что это совершенно обычные крысы, что белых лабораторных сейчас не найти, и они все равно лучшее, что удалось достать. Пришлось согласиться на этих невзрачных серых дармоедов. Что ж, в военное время науке не привыкать. Однако вот занятная особенность — с одной стороны эти {quot}уличные{quot}  крысы оказались на редкость хорошо обучаемы, с другой стороны — ужасно свободолюбивы. Из полусотни уже сбежали пятеро. <i>[персонаж]</i> уверял нас, что крысы бегут строго по очереди. Наш коллега решил провести собственное расследование. С другой стороны — работа идет хорошо как никогда. Кажется, мы можем выполнить двойную норму работ в виварии за один раз. Как же нам быть? Дружно присоединиться к  <i>[персонажу]</i>  в слежке за крысами? Тут понадобится и стремительность, и ум, и коллективные усилия. Или сосредоточиться на научной работе?;7;Следить за крысами;{plus}{plus}  за {gem_blue}<br/>{plus}  за {gem_red} {gem_green} ;2;Усердно работать;Автоматический провал.{2mm}В любом случае провала — наклей 2 марки в шпионские секции готовых Проектов.;КРЫСЫ! Немыслимо! Крысы воровали результаты наших научных работ и сбегали с ними по им одним известным лазам. К счастью, нам удалось прервать этот преступный поток. Увы, крыс пришлось уничножить, а с ними была потеряна и скорость работ. Впрочем, и без двойных норм мы мы с успехом закончили эксперименты в виварии.;Игроки получают успех в Виварии.;Загадка крыс осталась неразгаданной. Ну и пусть их — мы с упоением вернулись к работе. Благо крыс еще много.;Игроки получают успех в Виварии.{2mm}Если они выбрали {quot}Усердно работать{quot} и <b>набрали  5 или более Синих Камней — то получают второй успех</b> в Виварии.{2mm};
1;Виварий 3;top_secret.gif;Сегодня в виварии творилось что-то неопиуемое. Звери в клетках  метались кругами, бились об решетки, скулили, рычали. Сотрудник Вивария сказал нам, что они в ужасе. Страх от животных частично передался и нам, хотя мы и не понимали, чем он мог быть вызван. Нужно было успокоить зверей. Сердобольный <i>[персонаж]</i>  первым шагнул к клеткам и начал тихонько разговаривать со зверьми. Мы в недоумени остановились. Разве тихий разговор может утихомирить дрессированны животных? Неужели нам пора разойтись по углам и вести задушевные беседы с перепуганными зверями? Не лучше ли решительно прикрикнуть на них? Или, быть может отдавать приказы должен только один?;5;Тихая беседа;{plus}{plus}  за {gem_red}  <br/>{zero}  за {gem_blue}  <br/>{minus}  за {gem_green} ;1;Отдать команду;{plus}{plus}  за первый {gem_green}  <br/>{zero}  за {gem_blue}  <br/>{minus}  за остальные {gem_green} {gem_red}  ;Мы все сделали правильно. Звери затихли и успокоились, атмосфера разрядилась. Мы даже смогли продолжить работу, и она принесла свои плоды.;Игроки получают успех в Виварии.;Что-то пошло не так. Звериный вой нарастал сливаясь в какой-то сумасшедший стон. Наш друг <i>[персонаж]</i>  неожиданно закатил глаза и присоединился к вою. Творилось какое-то безумие. Мы выскочили из  вивария, охваченные паникой, утаскивая за собой нашего товарища. Однако его безумное поведение никак не останавливалось. Скорее бы он очнулся.....;Отведи героя в сторону. Объясни ему, что он <b>должен вести  себя неадекватно, пока к нему не применят Проверку {quot}Очнись!{quot}</b>{2mm}Больше играть Виварии в этот раз нельзя!;
1;Инженерный комплекс 1;top_secret.gif;Инженерный комплекс располагался в одной из самых больших пещер. Помимо чертежных столов, изрядная часть подземного пространства была отведена под склад и линию производства. Со склада доносились приглушенные голоса. По интонациям было слышно, что дело идет к серьезной ссоре. <i>[персонаж]</i>, как истинный миротворец отправился на звук, мирить спорщиков. Подождав пять минут и убедившись, что голоса звучат только громче, мы отправились за нашим коллегой. Подойдя ближе, мы уже поняли в чем дело. Цемент, который недавно поступил, нахватал воды и слежался. Это значит, что теперь простым работягам инженерного отдела придется потратить кучу сил, чтобы разбить слежавшиеся глыбы. Такая новость кого угодно сделает отъявленным спорщиком. Однако, работа не должна стоять. Но как лучше подойти к этому вопросу? Попробовать тронуть рабочих рассказом о том, как нужен этот цемент, или прикрикнуть на них, опираясь на этику военного времени?;4;Достучаться до сердца;{plus}{plus}  за  {gem_red} <br/>{zero}  за {gem_blue}  {gem_green} ;4;Приказать;{plus}{plus}  за {gem_green} <br/>{zero}  за {gem_blue} {gem_red} ;Наши слова возымели успех, и рабочие, сначала нехотя, но начали перетрясать мешки с цементом. А мы вернулись к чертежным доскам.;Игроки получают успех в Инженерном комплексе.;Мы оказались недостаточно убедительными. Рабочие взъярились, теперь они нашли общего {quot}врага{quot}  в лице руководящй интеллигенции. Немедленно появился профсоюзный лидер, который нашел тысячу и одно нарушение. <i>[Персонаж]</i> вспылил, и между ним и профсоюзным лидером завязалась нешуточная драка. Работа была саботирована.;Отведи Героя в сторону. <b>Сними желтую ленту и подерись с ним.</b>{1mm}У тебя есть: <b>Удар, Захват, 3 Блока и 1 Уклонение.{1mm}Если победишь — Избей его.</b>;
1;Инженерный комплекс 2;top_secret.gif;Работа в инженерном комплексе так и спорилась. А все от того, что один из инженеров провел в подземелье радиоантенну. И теперь мы наслаждались шлягерами и слушали самые важные вести с передовой. И только <i>[персонаж]</i> решительно был недоволен. {quot}Это секретная лаборатория, а не спикизи Салливана!{quot}  — в сердцах крикнул он. — {quot}Мне придется найти эту антенну и отключить!{quot} . Стоит ли говорить, что инженеры были недовольны таким заявлением? Конечно, это не простые работяги, они не станут бить нашего коллегу, но напакостить могут немало. Что нам делать? Надавить на чувство коллектива у нашего приятеля или присоединитсья к нему в решительном исполнении устава?;2;Чувство коллектива;Автоматически провал.;8;Найти антенну;{plus}{plus}{plus} за каждую пару {gem_green} {gem_blue}<br/>{plus} за отдельные {gem_green} {gem_blue} без пары<br/>{zero} за {gem_red}{2mm}В любом случае провала — наклей 2 марки в шпионские секции готовых Проектов.;Мы нашли антенну и обнаружили на ней передающее устройство! Оказывается прямо у нас под носом кто-то передавал наружу сведения о наших разработках. К счастью нам удалось прекратить это до того, как самые важные проектные решения были перенесены на бумагу.  ;Игроки получают успех в Инженерном комплексе.;Наш подозрительный <i>[персонаж]</i> ничего не нашел, а мы вернулись к работе. Под музыку дело неплохо спорилось…;Игроки получают успех в инженерном комплексе.{2mm}Герой <b>теряет 2 случайных Камня.</b>{1mm}Остальные игроки <b>берут по 1 Красному Камню.</b>;
1;Инженерный комплекс 3;top_secret.gif;Мы работали не покладая рук. Однако задач было так много, что усталость охватывала от одного взгяляда на гору машинописного текста, описывающего все те чертежи, которые мы должны были сделать. Ужасно захотелось поспать и отдохнуть. Мы вслух обсуждали нашу усталость и бодрилисть как могли. <i>[Персонаж]</i>  решительно объявил, что будет работать, даже если все остальные уснут. Но усталость становилась все сильнее, мы начали допускать ошибки. Как нам поступить? Собраться с силами, опереться на остатки силы воли и мозгов и постараться доделать работу, или пожалеть  уставший организм и отдохнуть буквально полчаса, чтобы потом доделать работу?;4;Упереться;{plus}{plus} за каждую пару {gem_green} {gem_blue} <br/>{zero}  за {gem_red}, и отдельные {gem_green} и {gem_blue};0;Поспать;Автоматический провал.;Ужасно усталые, мы, наконец, справились со всей работой. Вот теперь можно насладиться заслуженным отдыхом, пожиная плоды свои трудов.;Игроки получают успех в Инженерном комплексе.;Окончательно выдохшись, мы решили поспали буквально полчасика, пока героический <i>[персонаж]</i> трудился до красных глаз. Проснувшись, мы поняли, что прошло несколько часов, работа так и не была закончена, а <i>[персонаж]</i> отрубился и спит беспробудным сном.;Отведи Героя в сторону. Скажи ему, что он <b>будет спать в изнеможении, пропуская ситуации,</b> пока кто-нибудь не сделает на него {quot}Очнись!{quot}, либо не выстрелит у него над ухом, либо не закончится время работ.;
1;Сборочный комплекс 1;top_secret.gif;Один остряк как-то пошутил, что качество конструкторской документации измеряется в wtf/m, то есть количеству восклицаний {quot}What the F…k?{quot} за минуту работы с ней. Сначала работа шла довольно споро, но потом wtf/m как-то резко подскочил. Болты и гайки не совпадали по резьбе, шплинты не могли войти в отверстия. В какой-то момент ошибок стало так много, что мы бросили работу и решили разобраться. Так и есть! В чертежах кем-то была допущена глупейшая арифметическая ошибка при делении, из-за которой все дальнейшие расчеты пошли вкривь и вкось. Но мы уже так много сделали, как же поступить сейчас? Попытаться все-таки спокойно закончить работу, на ходу подстраивая размеры в уме? Или тяжело вздохнуть, разобрать все до основания, исправить все чертежи и снова все собирать? Мы быстро пришли к общему мнению, только <i>[персонаж]</i> остался при своем и решил делать иначе.;6;Доделывать до конца;{plus}{plus} за {gem_blue}<br>{zero} за {gem_green}<br/>{minus} за {gem_red};8;Переделывать все сначала;{plus}{plus} за {gem_green}<br>{plus} за {gem_blue}<br>{minus} за {gem_red};Терпение и труд все перетрут, а острый ум поможет им в этом! Совместным слаженным трудом мы закончили процесс сборки, почти уложившись при этом в график.;Игроки получают успех в Сборочном комплексе.;Когда ничего не получается, поневоле начинаешь искать виноватого. Сейчас кандидатура козла отпущения была очевидна — <i>[персонаж]</i>, который делал все не так и подрывал наш командный дух. Мы горячо ругали его, обвиняя во всех наших проблемах, он яростно огрызался.;Герой случайным образом <b>сбрасывает столько Камней, сколько человек в группе</b> кроме него.;
1;Сборочный комплекс 2;top_secret.gif;Работы по сборке необходимых изделий и конструкций шли с чудовищным отставанием от графика. Обеспокоившись, мы заглянули в сборочный цех и застали там бригаду рабочих и <i>[персонажа]</i>, в полном составе решающими какую-то сложную головоломку — набор хитро сплетенных кусков проволоки, которые требовалось разъединить на составные части, не повредив конструкции. Ни наш коллега, ни рабочие не реагировали на наши замечания — блестяшая игрушка полностью захватила всё их внимание, как это часто случалось в подземельях Салема. Нам оставалось либо присоединиться и помочь им наконец разрешить проклятую головоломку, либо плюнуть на них и работать самим. Что же нам решить?;5;Решить головоломку;{plus}{plus} за {gem_blue}<br>{zero} за {gem_green}<br>{minus} за {gem_red};5;Работать самим;{plus} за {gem_red} {gem_green}<br>{zero} за {gem_blue};Наше решение оказалось верным — и чудом собранная в срок конструкция стала тому наглядным подтверждением!..;Игроки получают успех в Сборочном комплексе.;У нас что-то не заладилось. Наш коллега и рабочие никак не желали отвлекаться от проклятой головоломки, и все наши попытки ни к чему не привели. Мы и сами работали неохотно, постоянно с неудовольствием оглядываясь на бездельничающих сотрудников. В итоге, сроки были сорваны, и мы просто махнули рукой на эту работу...;Отведи Героя в сторону. Он порабощен проклятой головоломкой и не замечает вокруг себя никого и ничего.{2mm}Он <b>не может уйти и участвовать в Ситуациях до самого конца работ,</b> либо пока его не разбудят Проверкой {quot}Очнись!{quot};
1;Сборочный комплекс 3;top_secret.gif;Каким-то шестым чувством уловив надвигающуюся беду, мы вошли в сборочный цех. <i>[Персонаж]</i> стоял там и чувством собственного превосходства отчитывал рабочих, уличённых за употреблением дефицитных выпивки и табака во время смены.{1mm}— Пьешь? — с наставительным видом говорил <i>[персонаж]</i>, — На рабочем месте? Куришь?! НЕ пей! Не кури! — закончил он, поучительно подняв вверх палец.{1mm}Вот это было лишним! Рабочие явно были из числа местных старожилов. Потому, опасливо сплюнув и перекрестившись, они побросали инструменты и карандаши и направились к выходу. Это определенно угрожает всей смене, и сейчас надо решить: извиниться ли перед рабочими по человечески, или твердым командным голосом вернуть их на рабочее место.;3;Извиниться;{plus} за {gem_red}<br>{zero} за {gem_blue} {gem_green};5;Приказать;{plus}{plus} за {gem_green}<br>{minus} за {gem_blue} {gem_red};Не без труда и применения полезных коммуникативных навыков, но конфликт был исчерпан и работы возобновлены. Но, конечно, наш коллега выбрал неудачное время и место для таких шуточек!..;Игроки получают успех в Сборочном комплексе.;Мужики лишь хмыкнули в ответ на наши попытки погасить конфликт.{1mm}— Записывайте нам срыв смены, плевать. С вами и этим типом, — кивок в сторону <i>[персонажа]</i>, — пусть профсоюз разбирается.{1mm}С этими словами они покинули комплекс. И какого чёрта нашего коллегу кто тянул за язык?..;Скажи Герою, что у него <b>возникла навязчивая идея:</b> после работ <b>сходить на Сеанс Гипноза и исследовать Кладбище, Больницу или Аптеку,</b> чтобы разобраться со случившимся дерьмом…;
1;Гипнотический комплекс 1;top_secret.gif;Гипнотический комплекс не случайно считался одним из самых секретных. Стены пещеры были покрыты специальными узорами. По мнению гипнопрактиков, узоры снижают возможность обнаружения нашей лаборатории гипноприборами более развитых сверхдержав. И тем не менее, работа в гипнокомплексе обрасла сотнями слухов. Мы распаковывали баллоны с газом для одного из мощнейших приборов по визуализации бессознательного. В работников гипнокомплекса отбирали никак не по физической силе, и один из лаборантов грохнул баллон об пол. С шипением белесый газ рванул из треснувшего горла баллона. Мы отсутпили на безопасное расстояние. Оставалось ждать, пока газ не выйдет. И тут нам показалось, что за газом, как в чудовищном театре теней проступают силуэты стариков в мантиях и капюшонах. Тени подняли руки в повелительном жесте, и наши головы пронзила боль. <i>[Персонаж]</i>  оказался наиболее чувствителен к этой гипноатаке. Нашего коллегу бросило на пол и вывернуло наизнанку. Его психическое здоровье под угрозой, поняли мы. Придется биться, собрав весь свой разум в кулак. Но сил нашего интеллекта может быть недостаточно. Как вернее выбить противника? Ударив кучно, все группой, подобно кулаку? Или выставить вперед биться с ментальными противниками самых решительных и отважных бойцов? У нас всего 15 секунд на раздумья, и пусть техник начинает считать.;4;Бьем кучно;{plus}{plus} за каждую пару {gem_red} {gem_blue}<br>{plus} за {gem_green}<br>{zero} за отдельные {gem_red} и {gem_blue};6;Бойцы, вперед!;{plus} за {gem_green} {gem_blue}<br/>{zero} за {gem_red};Наша тактика принесла успех. Туман, образованный специальным газом прояснился, и наши враги — один за одним, хватаясь за головы растворялись. Вот бы и нам когда-нибудь освоить такую технику дистанционной атаки. Окрыленные победой, мы нашли в себе силы продолжить работу.;Игроки получают успех в Гипнотическом комплексе.;Наша тактика не удалась. Черные тени в облаках газа росли и ширились. Головная боль нарастала, и мы сочли за лучшее покинуть комплекс на четвереньках, утаскивая с собой нашего теряющего сознание коллегу. ;Отведи Героя в сторону. Герой должен пройти <b>Проверку {quot}Сопротивление гипнозу{quot}.</b> В случае провала он впал в <b>Императивное поведение {quot}безумие{quot} — но лишь на 15 минут.</b>;
1;Гипнотический комплекс 2;top_secret.gif;Эксперименты в гипнокомплексах обыкновенно ведутся в тишине. Голоса и прочие звуки могут помешать тонкому гипнополю и нарушить чистоту эксперимента. Необходимость все время покидать комплекс, чтобы синхронизировать работу, превращает даже простые задачи в долгие часы работы. Конечно, мы обрадовались  разработке одного из лаборантов — устройству, которое помогало обмену образами и эмоциями во время транса. Пара шлемов, которые смастерил этот лаборант, с успехом прошла тестирование, хотя никто из нас так и не понял, как они работают.  Осторожный <i>[персонаж]</i> решительно возразил против использования оборудования, принцип работы которого мы даже не пониманем. Что же нам делать? Работать, задействовав прибор? Или сначала разобраться с ним, перед применением?;2;Использовать шлемы;Автоматически провал.;5;Разобраться;{plus}  за {gem_blue} <br/>{zero}  за {gem_green} {gem_red}{2mm}В любом случае провала — наклей 4 марки в шпионские секции Проектов.;Шлемы были разобраны по винтику, снова собраны, и тут нашего <i>[персонажа]</i>  осенило! Да эти передатчики просто зондируют нас. Проклятые шпионы, добрались и сюда. При этих словах шлемы как будто померкли, и нам стало ясно, что коллега прав, а шлемы теперь бесполезны. Придется наверстывать упушенное по старинке.;Игроки получают успех в Гипнотическом комплексе.;Шлемы так и остались для нас загадкой. Но не использовать такую полезную вещь было глупо. Тем более, что работа спорилась, и мы успевали все больше. Только осторожный <i>[персонаж]</i>  не использовал шлем, и скоро вынужден был покинуть комплекс — в связи с нервым истощением.;Группа получает ДВА успеха в гипнокомплексе.{2mm}Герой <b>теряет ДВА случайных Камня</b> из мешка.;
1;Гипнотический комплекс 3;top_secret.gif;Визуализатор Бессознательного — одна из самых сложных машин. Сегодня мы никак не могли настроить визуализатор. Он показывал нам какие-то обрывочные картины, никак не желая синхронизироваться. Тогда отважный  <i>[персонаж]</i> вызвался сам настроить визуализатор. Герой прикрепил к голове контакты и сосредоточился. Теперь визуализатор показывал нам звездное небо. Оно неслось на нас с ужасающей скоростью, так, что ужас охватил нас. Этот полет сквозь звезды нужно было немедленно взять под контроль. Как нам поступить — решительно оторвать контакты от головы нашего коллеги? Или сосредоточиться и дружно,  используя нашу коллективную ментальную мощь, попробовать замедлить странный полет сквозь звезды?;2;Рвануть контакты;{plus}  за {gem_green}  <br/>{zero}  за {gem_red} <br>{minus}  за {gem_blue} ;5;Замедлить полет;{plus}{plus}  за каждую пару {gem_red} {gem_blue}<br/>{plus} за {gem_green}<br/>{zero} за отдельные {gem_red} и {gem_blue};Визуализатор наконец померк и послушно показал нам карту города Салем. Со лба <i>[персонажа]</i> градом катился пот. Такое чувство, будто сила, пронизывавшая гипнокомплекс, наконец оставила это место. Нам всем стало легче дышать. Да и работа наладилась.;Игроки получают успех в Гипнотическом комплексе.;Ужасный водоворот звезд все усиливался, а контакты как будто прикипели ко лбу нашего коллеги. Пришлось пойти на крайние меры и обесточить лабораторию. Нежные приборы лопнули, посыпая пол искрами.  <i>[персонаж]</i>  хватая воздух, как рыба на суше, сполз по креслу на пол. В открытых глазах отражалось истинное безумие.;Скажи Герою, что он <b>увидел Символ с ЧЕТЫРЬМЯ Синими светодиодами</b> и обязан сразу пройти Проверку «Защита от Символа».;
