print;athlas;story;page;image;label;code;transfer_codes;scen;todos;actions;addons;—;«»;{comm}{ecomm}{say}{said}{page:}{3mm}{comm}{ecomm}{say}{said}{page:}{3mm};На этой странице, если ты <b>НЕ согласен</b> с выбором Гипнотизера — ты <b>можешь</b> явно сказать «нет!» и <b>выбрать другой вариант</b>.;На этой странице, если ты <b>НЕ согласен</b> с выбором Гипнотизера — ты <b>можешь</b> явно возразить «Но нет же!» и <b>выбрать другой вариант</b> действий самостоятельно.
1;common;witches;magic_fire;;;;;Вокруг меня огонь и тепло. Но, нет, это не пожар, и огонь мне совсем не страшен. Страсть — тот огонь, что горит вокруг. Это тот самый огонь, что дарует силу нашим словам. Сейчас я понимаю, что этот огонь имеет женскую природу. Цветы его — алые лепестки наслаждения, стебель — женский стан. Я знаю, что он — она — я — мы — можем обжечь, разжечь, испепелить, но я сама не боюсь этой ипостаси женщины. Это то, что я знаю, благодаря Госпоже Грёз и Наслаждений.;;Время перенестись {page:dark_tower};;;;;;
1;common;witches;dark_tower;; +R;$sack->add('R');;Я стою на краю огромного бескрайнего поля. Солнце клонится к закату, мне одновременно хорошо, благостно и больно. Цветы — как ковёр под ногами, как алый, живой ковёр, укутывающий плодородную землю, и он ведёт к башне. Я ступаю на алые цветы, я вижу алый свет на вершине башни. Она черна и высока, и это не крепость, это тюрьма… Но я иду к ней, потому что не могу остановиться, потому что знаю — в этом моё предназначение! Над башней застыла алая луна. Я останавливаюсь, чтобы взглянуть на неё. Тогда на меня нисходит спокойствие и уверенность, и я чувствую росу на траве, слышу шелест трав… всё во мне сплетается в комок эмоций и ощущений. Я должна... освободить ту, что заключена без вины...;;Направляйся же {page:back_to_prison};;;;;;
1;common;witches;back_to_prison;;;;;Тюремная камера будто сузилась ещё сильнее. Стало душно и тесно. Женщины, сидящие здесь, смотрят на меня сквозь пелену слёз и печали.<br/>— Они вытащили меня из постели, когда арестовали, едва позволили одеться, — начинает одна.<br/>— Они били нас, допрашивали... Что может быть хуже? — вторит другая.<br/>— Они издевались и продолжают это… — снова первый голос.<br/>— Как это ужасно, сидеть здесь и не знать, что с твоими детьми… — причитает вторая.;Должна ли я предложить им свою помощь? Или сказать, что закон суров, но объективен?;{comm}Предложить помощь{ecomm}{say}— Милые мисси, мне так больно слышать это. Я очень хочу помочь вам, я готова! Скажите, что можно сделать? Я помогу вам выбраться отсюда!... Ведь женщины всегда должны помогать друг другу.{said}Иди {page:for_witches}{3mm}{comm}Закон есть закон{ecomm}{say}Я со вздохом слушаю женщин. Ноша их тяжела, но нельзя ничего с этим сделать, поэтому я говорю им:<br/>— Простите меня, милые мисси. Простите меня и простите весь Салем. Но закон есть закон, и не мне его нарушать, не мне его диктовать. Да, он бывает строг, но... увы, сделать ничего нельзя. Община будет вас судить...{said}Печально ступай {page:for_lex};;;;;;
1;common;witches;choice_you_side;;;;;{quot}Эти женщины зашли слишком далеко{quot}, — думаю я про себя, ощущая как во мне закипает ярость! Да как они могли в чём-то обвинять меня, невинную женщину? Неужели тюрьма и суд общины довели их до того, что им больше ничего не остаётся?...<br/>Я остаюсь в ярости, но я не лишена рассудка…;Должна ли я попытаться понять ведьм? Или следует призывать к их казни?;{comm}Постараться понять{ecomm}{say}Каково же им пришлось, что они так загнаны в угол! Наверняка, с ними ужасно обращались и обращаются до сих пор. Стала бы я такой же, окажись на их месте? Быть может… Нельзя винить женщин в том, что их отвергла мужская община…{said}Размышляя об этом, направляйся {page:forgiveness}{3mm}{comm}Призывать к казни{ecomm}{say}Что заслуживают эти опустившие и полоумные бабы? Ясное дело — только верёвки на площади! И нечего их жалеть! Никакой жалости, ведьмы должны умереть!{said}Преисполненная гневом, ступай {page:rage};;;;;;
1;common;witches;rage;; -2 B|G, +5R;$sack->add('RRRRR')->drop('??','RYK');;Я чувствую, что хочу кричать! Я ненавижу, ненавижу, НЕНАВИЖУ этих ополоумевших женщин! Я выбегаю из тюрьмы с желанием растерзать каждую из них на кусочки! Я сама не понимаю, как оказалась на площади. Куда же пойти дальше?;В бар, где собирается всё население Салема? Или в суд, где сидят учёные мужи, от которых зависит судьба этих ведьм?;{comm}В бар!{ecomm}{say}Я направляюсь в бар. Я знаю, что там постоянно сидят люди, которым небезразлична судьба Салема. Они услышат меня, и мы вместе поймём, что надо сделать с ведьмами!{said}Направляйся же  {page:talk_in_bar}{3mm}{comm}В суд!{ecomm}{say}Как честная жительница Салема я не ожидаю ни минуты и бегу через площадь к судьям! Ужо они-то знают, какая участь ждет ведьм!{said}Скорее беги {page:talk_in_court};;;;;;
1;common;witches;talk_in_bar;; +R;$heap->add('R');;В баре, как обычно, много народу. Все говорят только об одном — о предстоящем суде и избавлении родной земли от ведьм! Я готова поведать, что есть ведьмы на самом деле. Ко мне поворачиваются лица людей, застывшие в ожидании. {quot}Давай, расскажи нам, ведь мы все заодно!{quot} И я говорю, я рассказываю всю правду об этих безумных, полоумных женщинах! Потому что я верна Салему и своей родной земле…;;Иди {page:court};;;;;;
1;common;witches;talk_in_court;;: B -> R + G;$sack->swap('B','RG');;В зале суда тихо — до заседания ещё несколько часов. Звук моих шагов гулко раздается по комнате. Судья смотрит на меня вопросительно, но не мешает мне и даёт мне слово. На моём лице написано, что я не могу молчать! И это правда — я как на духу рассказываю ему, как ужасны, как безумны ведьмы, заключённые в тюрьме, а он слушает все с большим интересом!.. Мне легко и приятно говорить правду, потому что я знаю — что правда наша, она на стороне простых жителей Салема и нашей общины. А те, кто угрожает ей, должны быть казнены! Судья тоже считает так же. Он благодарит меня. Суд приближается, и справедливость восторжествует!;;Рассказав всю правду, иди {page:court};;;;;;
1;common;witches;for_witches;; +R;$sack->add('R');;Я искренне хочу помочь женщинам, поэтому с жадностью слушаю, что же я могу сделать для моих несчастных мисси?<br/>— Добрая женщина, в тебе столько света и тепла… Есть два варианта, как нам выбраться отсюда… —  говорит негритянка.<br/> Тут они переглядываются, и затем продолжает вторая женщина:<br/>— Можно попробовать стащить ключ у охранника и открыть замок. Для этого нужна смелость!...<br/>— А можно, — добавляет первая, — воспользоваться нашими женскими силами! Ты — третья среди нас, поэтому мы сможем колдовать! Настоящее наше колдовство!;Должна ли я попробовать стащить ключ? Или… стоит принять участие в колдовском ритуале?;{comm}Стащить ключ{ecomm}{say}Я задумываюсь и смотрю на свои руки. Потом помолчав, киваю головой.<br/>— Я добуду вам ключ, добрые мисси. Не бойтесь и сидите тихо!{said}Осторожно прокрадись {page:stole_key}{3mm}{comm}Принять участие в ритуале{ecomm}{say}Я смотрю на каждую из них очень долго. Потом протягиваю к ним руки.<br/>— Мы будем едины всегда, добрые мисси. За любовь, за свет и за Салем. Начнём же наше колдовство!...{said}Момент истины! Время отправиться {page:rainbow_unknown};;;;;;
1;common;witches;for_lex;;;;;Женщины выглядят ещё более опечаленными. Печальна и я вместе с ними, но я знаю — нельзя ничего поделать… Или подождите? Одна из них, будто осененная мыслью, поворачивается ко мне:<br/>— Но, добрая мисси, может быть… Может быть, ты согласишься хотя бы дать нам шанс уйти от несправедливости и поможешь достать ключ?..;Должна ли я согласиться достать ключ? Или лучше отказаться помогать ведьмам?;{comm}Стащить ключ{ecomm}{say}— Хм… почему бы и нет? Тогда я помогу вам! Да, решено, я попытаюсь это сделать, для вашего блага и блага всех женщин Салема и Америки!{said}Осторожно прокрадись {page:stole_key}{3mm}{comm}Отказаться помогать ведьмам{ecomm}{say}Я долго молчу, но мне сложно молчать вечно. В итоге я качаю головой, решив, что так нельзя.<br/>— Простите меня, добрые женщины. Но я не могу вам помочь. Закон — есть закон, а ступив против него, вы только навлечёте на себя ещё больше беды... — по моим щекам катятся слёзы. Но я правда, правда, ничего не могу им предложить!.. Такова, значит, и моя участь…{said}Печально отправляйся {page:court};;;;;;
1;common;witches;stole_key;; +G;$sack->add('G');;Решившись — делай, и более не жалей! Охрана на посту, но ключи — вот они, так близко. Я решилась… И пошла, почти как на охоту, но тихо и осторожно… Шуршит солома под ногами, звенят цепи… Ох, в этом мире всё против меня и моих мисси! Но я дойду, я уверена!... Моя рука тянется к связке с заветным ключом, ещё немного, и наша свобода у нас в руках! Но.. что это? Охранник бдит! Он ловит мою руку… Я пытаюсь сделать вид, что я не при чём, и пристыженно возвращаюсь в камеру… Я плачу теперь со всеми.<br/>— Значит, такова наша участь, добрая женщина… Но мы благодарны тебе. И кто бы знал — как мы благодарны тебе...<br/>По моим щекам катятся слёзы.;;Теперь тебе одна дорога, {page:court};;;;;;
1;common;witches;rainbow_unknown;;;;;Мы берёмся за руки и стоим в кругу.<br/>Вместо гнилой соломы я начинаю ощущать запах поля, леса и реки. Сквозь маленькое окошко я вижу полную Луну. Я закрываю глаза, мы вместе начинаем петь. Мы начинаем танец Луны, и мне он известен так же, как язык, на котором я говорю. Всё происходящее так естественно! Как будто я предназначена для этого! Мне хорошо, и я чувствую, что моим Сёстрам, с которыми я стою рука об руку — им тоже хорошо! И нас ждёт Луна. Нас ждёт мать... Нас ждёт… она ждёт… меня… я иду… иду к ней… иду….;;Твоя работа с этим Атласом закончена. Переходи в Атлас Неизведанного, {page:unknown/sandbox/red_entry};;;;;;
1;common;witches;court;;;;execution#shout ~ $sack->drop('?', 'RYK')->add('RR');Сегодня в суде многолюдно. Сегодня здесь собрался весь город, чтобы услышать приговор ведьмам и увидеть, как его приводят в исполнение. За ведьмовство наказание одно — смерть на виселице! Свидетели в один голос кричат, что женщины виновны во всех бедах, что они являлись людям, наводили порчу и творили зло. Присяжные, кажется, уже давно решили судьбу этих двоих женщин, которых я сейчас вижу перед собой. Их так жалко. Люди кричат, чтобы ведьм казнили на площади…;Должна ли я кричать, чтобы ведьм казнили? Или мне стоит промолчать?;{comm}Кричать, чтобы казнили{ecomm}{say}— Смерть! Смерть ведьмам! — кричу я вместе с остальными и чувствую, что теперь мы единое целое в борьбе со злом!<br/>— Смерть! Смерть ведьмам! Они — наказание Салема! Мы должны их уничтожить! Пусть предстанут перед Божьим судом, и пусть он их обречет на муки! Смерть ведьмам! Смерть! Смерть! Казнить их! — я не устаю кричать, пусть все слышат мой голос, пусть все знают, что не я одна здесь против того, что эти отродья всё ещё ходят по земле! Пусть ведьмы окажутся на виселице, а Салем будет очищен от них…. Я чувствую, как меня подхватывает волна радости и удовольствия.{said}{1mm}Ступай {page:execution#shout}{3mm}{comm}Промолчать{ecomm}{say}Они всегда кричат так. Неужели не ясно, что суд примет это решение и так? Я не пророню ни слова за всё судебное заседание. Я стою и молча взираю на всех. На ведьм, закованных в кандалы, на судей, которые ожидают своего часа, чтобы зачитать приговор, и на толпу, которая кричит и зовёт смерть. Я как будто слышу их из-за стены, а вижу — с другого берега реки. Почему-то на моём сердце тоска и одиночество…{said}Грустно наблюдай финал, перейдя {page:execution};На этой странице, если ты <b>НЕ согласен</b> с выбором Гипнотизера — ты <b>имеешь право</b> явно возразить и <b>выбрать другой вариант</b>.;;;;;
1;common;witches;execution;;;"$sack->msg('Кажется, что ВСЕ произошедшее и все вокруг тебя  ужасно неправильно…'); if ($heap->has('RR')) $sack->add('RR')->msg('После сеанса ты можешь оставить на 2 Красных Камня больше, чем позволяет твой лимит');";;...<br/>— Я такая же ведьма, как ты колдун! — кричит женщина с петлёй на шее, без страха глядя в лицо главному судье. — Убей меня — и Господь напоит тебя кровью!<br/>Долго ей не дают говорить. Одна секунда отделяет жизнь ведьм от их гибели на виселице. Как только она миновала — их ноги оторвались от земли, и тела закачались над помостом. Последние капли жизни уходят из глаз каждой женщины. Такое ощущение, что я разделяю их боль, но она скоро прекратится. А глаза…  глаза их оставались открытыми до самого конца…;;{hypno_end};;;;;;
