print;athlas;story;page;image;label;code;transfer_codes;scen;todos;actions;addons;—;«»;{comm}{ecomm}{say}{said}{page:}{3mm}{comm}{ecomm}{say}{said}{page:}{3mm};На этой странице, если ты <b>НЕ согласен</b> с выбором Гипнотизера — ты <b>можешь</b> явно сказать «нет!» и <b>выбрать другой вариант</b>.;На этой странице, если ты <b>НЕ согласен</b> с выбором Гипнотизера — ты <b>можешь</b> явно возразить «Но нет же!» и <b>выбрать другой вариант</b> действий самостоятельно.
1;common;philip_war;defeat;;;;;Еще три месяца мы продолжали сражаться с захватчиками. И многие пали от моей руки и рук воинов-вампаноагов. Но это был конец.Остатки нашего племени, не более четырех сотен мужчин, женщин и детей, ушли в Массачусетс. Мы достигли поселения Салем. У нас уже не было пороха, и почти не было припасов. Чужаки преследовали нас и здесь, но потом...{1mm}Мы пересекли черту и вышли на поле. И Великий Дух наших предков смотрел на нас и улыбался. Строго, как мой отец. Уверенно, как сам великий сахем Массасойт. И он обратил бледнолицых вспять. Заставил сотню вооруженных мужчин остановиться на границе старого оврага — и повернуть назад, в апатии и безволии... Остатки нашего племени были спасены.{1mm}Война унесла множество жизней, состарила наших женщин и сделала чёрствыми их сердца. Мы были упорны, мы сражались за свою землю, за наше небо над головами и во имя наших предков. Я не могу без слёз и стона сердца смотреть на пепелища и могилы. На кровь, которая до сих пор красит поля и луга. Так что же нам делать дальше?;Ассимилироваться, признав поражение? Или затаиться и выжидать?;{comm}Признать поражение{ecomm}{say}Мы сделали, что могли… Время услышать голоса духов и принять свою судьбу...{said}Ступай {page:the_end_of_world}{3mm}{comm}Затаиться и выжидать{ecomm}{say}Это всё еще наша земля, и рано или поздно мы возьмём своё!{said}Иди {page:last_stand}{3mm};Это важное решение — но ты можешь принять его сам, отвергнув выбор Гипнотизера.;;;;;
1;common;philip_war;the_end_of_world;;heap: drop all;;;Мир, каким мы его знаем, перестал существовать. Мы ушли со своих земель, и от нас остались лишь песни, лишь шёпот, лишь пепел и дым. Больше не осталось ничего, кроме единственного белого человека, который сделал по-своему и принёс на эти земли своих богов. Свою любовь. Своей кровью омыл их и сделал плодородными, но плоды эти — теперь все его...;;Война унесла жизни всех, кто был тебе дорог. Вы разбиты и повержены...{3mm}{hypno_end};;;;;;
1;common;philip_war;last_stand;; +7G + hunter oath;$sack->msg('Ты  знаешь цену своему слову! Теперь, торжественно и вслух, назови имя своего персонажа (твоего, а не героя истории) и дай зарок или обещание, важное для тебя! Исполни его в точности, не считаясь с потерями и трудностями! Держи своё слово!')->add('GGGGGGG')->msg('Можешь оставить себе все полученные тобой в этом сеансе Камни, не обращая внимания на лимиты');;Я вслушиваюсь в шум леса, а потом разворачиваюсь и возвращаюсь в лагерь…<br/>— Все в порядке, — киваю я на невысказанный вопрос и тревогу в глазах женщин. Сын подбегает ко мне. В его руках небольшой лук — детская игрушка, пригодная разве что для охоты на куропаток. Но глаза его горят любопытством и нетерпением:<br/>— Когда я смогу отправиться с тобой?<br/>— Скоро, уже совсем скоро!<br/>— И мы будем охотиться по-настоящему?<br/>—Да. Ведь ты же мой сын. Мне еще многому нужно тебя научить.<br/>— Обещаешь?<br/>— Обещаю. И это моё слово!;;{hypno_end};;;;;;
1;common;philip_war;colonist;;;;;— Массасойт держал свое слово, спору нет! — так говорит губернатор, и мы киваем, вспоминая старого вождя индейцев-вампаноагов. Это было сорок лет назад, когда первые поселенцы только прибыли на эти берега, и Джон Карвер лично выкурил трубку мира с индейским вождем, договорившись о мире и получив земли и возможность торговать. Времена были нелегкие, чего уж тут говорить, но теперь мы, колонисты, твердо встали на ноги и готовы двигаться дальше. Все эти годы мы трудились, не покладая рук. Покупали и выменивали у дикарей новые земли. Строили поселения. Возделывали землю. Валили лес. Мы принесли на эту землю культуру и Божье слово.{1mm}— И мы готовы отстоять эту землю, если будет нужно, верно я говорю?! — спрашивает нас губернатор, — и толпа отзывается дружным одобрительным гулом. Довольный, губернатор продолжает:<br/>— Так будьте же бдительны и готовы, братья-пуритане! От дикарей можно ожидать всего! И хотя прошлый вождь был человеком слова, но от нынешнего — короля Филипа — можно ожидать чего угодно. Зачем иначе он покупал бы у французов и голландцев ружья? Для чего он стал бы тайно обучать своих воинов, если только не ослепленный нашими богатствами?{1mm}Повисает тишина, и каждый из нас словно задает себе один и тот же вопрос...;Готовиться ли нам к войне? Или мы будем жить в мире с индейцами?;{comm}Жить в мире!{ecomm}{say}— Ну хватит уже! — кричит кто-то в толпе. — Будем теперь трястись от каждого шороха? В Плимуте есть солдаты — вот пусть они свои деньги и отрабатывают, а нам кожу мять пора и дрова запасать на зиму! <br>Многие поддерживают его и начинают расходиться с площади...{said}Ступай {page:metis}{3mm}{comm}Готовиться к войне{ecomm}{say}— Хочешь мира — готовь войну! — выкрикивает кто-то из толпы, и мы поддерживаем его криками одобрения. Старик помнит еще войну с пекотами в Коннектикуте четверть века назад. И знает, что говорит!{said}Так не выпускай же мушкет и иди {page:first_blood};;;;;;
1;common;philip_war;metis;;;;;Слова губернатора оказались пророческими. И когда король Филип счёл свои приготовления законченными — он начал действовать. Сперва — убийства крещеных индейцев. Потом попытки властей Плимута призвать к ответу бесчинствующих дикарей. Потом вооруженные отряды у наших поселений. Серия коротких стычек — и стало ясно: вождь индейцев не терял времени даром и хорошо обучил и вооружил своих людей. Нашим солдатам было не тягаться с ними среди густых лесов и топких болот, а вечно сидеть за частоколом мы не могли...{1mm}А что же мы? Мы беспечно надеялись на мир и солдат в Плимуте — и далеко не каждый мужчина имел дома мушкет и запас пороха. Мы так и не смогли выставить ополчения, и скоро уже индейцы были готовы сбросить нас в море...{1mm}О, туземцы проявили милость к побежденным — они не стали убивать тех, кто сдался. Но все плоды нашего многолетнего труда были разрушены, сожжены и вытоптаны ордами дикарей. Солдаты из Англии опоздали — губернатор Плимута уже заключил мир. Мир метисов, полукровок и тех, кто забыл свои истинные корни, предал свою родину. Европа совершила глупость. Америка — это не новая земля белого человека. Америка всегда была землёй индейцев. Нам остаётся смириться…;;{hypno_end};;;;;;
1;common;philip_war;first_blood;;;;metis ~ $sack->swapSoft('G','R');Прошло всего лишь пять лет — и столь похожий лицом на короля Филипа индеец Метаком показал своё настоящее лицо! Его люди убили Сассамона — крещеного индейца, посмевшего предупредить власти Плимута о готовящемся мятеже. Трое убийц были пойманы по горячим следам и приговорены к повешению. В последний момент один из дикарей, желая спасти свою жизнь, публично признался в совершенном преступлении и указал на того, кто стоял за этим — верховного вождя вампаноагов. Самые худшие подозрения подтвердились...{1mm}Неделю спустя группа вооруженных индейцев ворвалась в городок Свонси неподалеку от Монтаупа — ставки короля Филипа — и принялась грабить дома местных жителей. Теперь же, когда запыхавшийся гонец рассказывал об этом с возвышения на городской площади, мужчины гневно сжимали кулаки, а женщины прикрывали рты руками, чтобы не закричать от ужаса... Так что же?..;Должны ли мы, мужчины, вооружиться, вступить в милицию и дать отпор дикарям? Или нам следует остаться дома и защищать свои семьи?;{comm}Записаться в милицию!{ecomm}{say}Только вместе, вооружившись и встав под командование опытного офицера, мы сможем дать отпор дикарям и научить их уважать Божье слово и силу белого человека!{said}{1mm}Иди {page:start_war}{3mm}{comm}К семье!{ecomm}{say}В Плимуте есть солдаты! А наша задача — защитить наши семьи и имущество от грабежей и поджогов!{said}{1mm}Отправляйся на свою ферму, к семье,  {page:metis}{3mm};Это важное решение — но ты можешь принять его сам, отвергнув выбор Гипнотизера.;;;;;
1;common;philip_war;start_war;;heap: place ALL G+R/B, drop 1;"$sack->pass($heap, '?????'); $sack->pass($heap, '*G'); $heap->drop('?')";;Король Филип и его дикари проносятся по этим землям, сжигая поселения и убивая наших братьев-пуритан. Никто не чувствует себя в безопасности, зная, что индейцы, словно черти из глубин самой Преисподней, могут в любой момент появиться у поселения. Люди бросают фермы и бегут под защиту фортов — но даже высокий частокол мало кому кажется достаточно надежным в этой ситуации. Отряды милиции идут вперед, пытаясь перехватить короля Филипа, пока тот еще не собрал достаточно воинов — но тщетно. Дикари режут разведчиков и ускользают от наших основных сил в лесах и непроходимых топях...{1mm}А потом приходит зловещая весть о том, как индейцы окружили отряд капитана Чёрча и едва не уничтожили его! Лишь половина людей Божьей милостью сумела спастись на лодках, присланных из Род-Айленда. И многие из нас, успев потерять своих товарищей, крепко задумались...;Должен ли я продолжать сражаться? Или пора вернуться к семье, чтобы защитить ее?;{comm}Сражаться{ecomm}{say}Я должен оставаться твердым и продолжать сражаться! Мы — ополчение новой Англии, и наша судьба — в наших руках и руках Господа Бога.{said}{1mm}{if:$heap->getCount()}Иди {page:continue_war}{else}Иди {page:colonist_death}{endif}{3mm}{2mm}{comm}Вернуться к семье{ecomm}{say}Довольно рисковать, пусть сперва губернатор соберет достойное ополчение. Я же вернусь к семье и прослежу, чтобы с ней ничего не случилось...{said}Поезжай {page:evil_spirit_win};Это важное решение — но ты можешь принять его сам, отвергнув выбор Гипнотизера.;;;;;
1;common;philip_war;continue_war;;heap: drop 1;$heap->drop('?');;Люди гибнут один за другим, и кровь льется рекой… Попал в засаду и был разгромлен отряд капитана Бэра. Подверглись нападениям и были сожжены городки Хатфилд, Спрингфилд, Уэстфилд и Нортгемптон. А отряды мятежников пополняют все новые дикари — племена западных абенаков, могикане и мохоки. Нам приходится делить свои силы для защиты фортов и поселений.{1mm}Кажется, что король Филип везде — и нигде. Сражаться с индейцами на их земле — это всё равно что драться с диким зверем в его логове... Нам не удалось остановить отряд Метакома в самом начале — и теперь нет никакой надежды на скорое завершение этой войны. Но, по крайней мере, нам удалось обезопасить Плимут и его окрестности.{1mm}Я целюсь через проем в бревнах и нажимаю на крючок! Грохот выстрела — и один из раскрашенных, увешанных перьями туземцев у кромки леса падает на землю. Я оглядываюсь на Сэма, призывая оценить мой выстрел — но Сэм, еще секунду назад подбадривавший меня, лежит на бревенчатом настиле с разбитой головой. С каждым днем эти дикари стреляют все лучше...;Должен ли я остаться в ополчении? Или пора перестать рисковать и вернуться на свою ферму рядом с Плимутом?;{comm}Остаться в ополчении{ecomm}{say}Это война — и на ней мы постоянно теряем товарищей. Но мой долг — продолжать сражаться! Сражаться, пока последний сраный дикарь не отправится прямиком в самое пекло!{said}{if:$heap->getCount()}Иди {page:tide_was_turned}{else}Иди {page:colonist_death}{endif}{3mm}{2mm}{comm}Пора возвращаться{ecomm}{say}Я не хочу сгинуть в каком-нибудь болоте! И как только подойдут подкрепления — поеду домой. Благо у Плимута теперь безопасно, а наш король обещал скоро прислать подкрепления — настоящих солдат, которые и должны сражаться с этими дикарями!..{said}Поезжай {page:evil_spirit_win};Это важное решение — но ты можешь принять его сам, отвергнув выбор Гипнотизера.;;;;;
1;common;philip_war;tide_was_turned;;heap: drop 1;$heap->drop('?');;Мы идем по землям наррагансетов, преследуя отряд короля Филипа. Когда-то местные индейцы были врагами вампаноагов — но дурной пример заразителен, и вот уже они примкнули к восставшим и поставляют им припасы и воинов. Что ж! Пора преподать урок этим дикарям...{1mm}Мы безжалостно сжигаем местные поселения, а пленников — мужчин, женщин, детей — отправляем в Плимут, для продажи. Туземцы жестоко заплатят за наши сожженные поселения и наших парней, с которых они срезали скальпы и большие пальцы. Проклятые дикари! Горите в аду, чёртовы ублюдки, вы и ваши вожди! Нам удается поджечь укрепления, а потом и дома крепости Канончета, вождя наррагансетов. Но потери слишком велики... На земле давно уже лежит снег, и менее чем через неделю наступит Рождество. А у нас тут — семьдесят убитыми и полторы сотни ранеными. И большая часть из них не протянет и пары дней.{1mm}— Куда собрался, тварь? — я стреляю, и индеец, пытавшийся перелезть через частокол, падает обратно в огонь. Наррагансеты разгромлены — но король Филип давно уже, еще до нашего прихода, покинул эту крепость и ускользнул далеко на запад, на зимовку. Так что же?;Должен ли я остаться и преследовать дикаря? Или пора вернуться домой?;{comm}Остаться и преследовать{ecomm}{say}Ну уж нет! Я не отступлю и доведу дело до конца! Слишком многие мои друзья погибли, чтобы я вот так бросил все и уехал!..{said}{if:$heap->getCount()}Иди {page:kill_metacom}{else}Иди {page:colonist_death}{endif}{3mm}{2mm}{comm}Вернуться домой{ecomm}{say}Мы победили — и это всем понятно. Так что время вернуться домой и позволить опытным воякам и холодной зиме закончить начатое...{said}Поезжай {page:evil_spirit_win};Это важное решение — но ты можешь принять его сам, отвергнув выбор Гипнотизера.;;;;;
1;common;philip_war;kill_metacom;metacom_dead.jpg;heap: drop 1;$heap->drop('?');;На дворе март — и на дорогах непролазная грязь. Индейцы короля Филипа продолжают нападать на поселения и убивать наших солдат. Но мы видим: силы их на исходе. Теперь я в отряде Бенджамина Чёрча — и старый вояка говорит мне:<br/>— У дикарей изначально не было плана. И они не готовились к долгой войне. Мы же сумели купить лояльность одних вождей и запугать остальных. Французы изрядно нагадили нам, продавая дикарям мушкеты. Вот только пороха, сам знаешь, никогда много не бывает. А он у них уже на исходе. Вот увидишь, сынок, еще пара месяцев — и мы прижмем этого {quot}короля{quot}. Со всеми королевскими почестями! Но — не расслабляйся и смотри в оба!{1mm}И я не расслабляюсь и смотрю. Король Филип отходит со своими воинами обратно в Покассет — и мы разбиваем его у Бриджуотера. Его жена и сын у нас в плену — и после долгих споров мы решаем поступить по-христиански и сохранить им жизнь. А потом — потом приходит очередь и самого Филипа. Мы врываемся в Монтауп, что на реке Саконнет, и Джон Альдерман — крещеный индеец — убивает пытающегося бежать предводителя туземцев. Больше нет великого вождя грозного племени — а есть лишь {quot}жалкое, голое и грязное животное{quot}, как его окрестил Чёрч... Мы победили! Что же теперь?;Преследовать остатки бежавших индейцев? Или пора вернуться к мирной жизни?;{comm}Преследовать индейцев{ecomm}{say}Я не успокоюсь, пока мы окончательно не покончим с этими дикарями! Я видел, как они бежали в топи — и на этот раз мы найдем и истребим их до конца...{said}{if:$heap->getCount()}Иди {page:war_won}{else}Иди {page:colonist_death}{endif}{3mm}{2mm}{comm}Вернуться к мирной жизни{ecomm}{say}Я достаточно воевал и давно не видел семью!.. Мы победили, и вот теперь я могу с чистой совестью и без опаски вернуться домой, на свою ферму...{said}Поезжай {page:evil_spirit_win};Это важное решение — но ты можешь принять его сам, отвергнув выбор Гипнотизера.;;;;;
1;common;philip_war;war_won;; +6G + hunter oath;$sack->msg('Ты  знаешь цену своему слову! Теперь, торжественно и вслух, назови имя своего персонажа (твоего, а не героя истории) и дай зарок или обещание, важное для тебя! Исполни его в точности, не считаясь с потерями и трудностями! Держи своё слово!')->add('GGGGGG')->msg('Можешь оставить себе все полученные тобой в этом сеансе Камни, не обращая внимания на лимиты');;Почти полгода мы преследовали остатки разбитых индейских отрядов по всем землях Массачусетса, Мэна и Род-Айденда. Дикари дрались отчаянно, уже понимая, что им нечего терять. Урок был преподан, и зараза была выкорчевана с корнем… Много позднее я узнал, что мы потеряли в этой войне почти шесть сотен человек, и это только убитыми. Вампаноаги же, заварившие это безумие, практически прекратили свое существование. Уцелело и смогло ускользнуть от нас лишь несколько сотен мужчин, женщин и детей из этого племени.{1mm}Но мне это было уже не интересно и я возвращался домой... Возвращался только лишь затем, чтобы узнать, что моя ферма была сожжена в самом начале войны, а семья — была убита при попытке спасения. У нас было слишком мало солдат, чтобы защитить всех, кто нуждался в защите...{1mm}И сейчас, когда на мне мундир, на поясе палаш, а в руках — верный мушкет, я понимаю и принимаю свой долг. Стоять на страже и защищать жителей новой Англии. Я поднимаю руку. И я клянусь...;;{hypno_end};;;;;;
1;common;philip_war;evil_spirit_win;;heap: drop all;;;Я более не нужен здесь, и эту войну закончат и без меня. А я довольно уже рисковал своей жизнью и сполна выполнил свой долг перед королем. Я скачу домой, на свою родную ферму, к семье и детям...{1mm}Цветастое оперение стрелы, застрявшей у меня в горле, мешает смотреть на небо, по которому медленно и неспешно плывут облака и ползет неторопливое солнце... Наткнуться на одну из разбитых, но не истребленных до конца индейских банд — это же надо было случиться столь редкому невезению...{1mm}Моя ферма... Моя семья... Кажется, я слышу голос. Индейцы называют его злым духом. Я никогда не слышал его раньше — но теперь узнаю его. Он смеётся...;;Война унесла жизни всех, кто был тебе дорог, и ты был недостаточно решителен, чтобы спасти их…{3mm}{hypno_end};;;;;;
1;common;philip_war;colonist_death;; +1G or +1R;$sack->addRand('R','G');;Война. Война никогда не меняется…{1mm}Война — это череда потерь и смертей. Война — то место, где лишь твоя решимость может принести победу. Война — долг мужчин и призвание солдата. Но если все твои братья и боевые товарищи мертвы… Кто встанет рядом с тобой? Кто предупредит тебя о враге, готовом ударить в спину? Кто поразит противника, уже готового пробить твою грудь копьем? С кем ты встанешь спина к спине?{1mm}— У нас были ружья и вдоволь солдат, — думаю я, сплевывая кровь, — У нас были опытные офицеры, и отважные солдаты! Получается, мне не хватило лишь самой малости... Но все же... Все же... я сражался до конца...;;{hypno_end};;;;;;
