print;athlas;story;page;image;label;code;transfer_codes;scen;todos;actions;addons;—;«»;{comm}{ecomm}{say}{said}{page:}{3mm}{comm}{ecomm}{say}{said}{page:}{3mm};На этой странице, если ты <b>НЕ согласен</b> с выбором Гипнотизера — ты <b>можешь</b> явно сказать «нет!» и <b>выбрать другой вариант</b>.;На этой странице, если ты <b>НЕ согласен</b> с выбором Гипнотизера — ты <b>можешь</b> явно возразить «Но нет же!» и <b>выбрать другой вариант</b> действий самостоятельно.
1;unknown;deadlands;lowlands;; -R;$sack->drop('R');;Разглядывая дорожки, я замечаю, что та, что ведёт вниз, смотрится будто бы шире. А это значит, по ней ходили чаще! Да и проще оно — вниз спускаться. Я решительно иду в низины, линия горизонта поднимается всё выше, но с какого-то момента мне становится труднее идти. Я смотрю под ноги и вижу там уже не пустынную пыль, а жижу. {quot}Ну, отлично, — думаю я ядовито, — болото! Вот его мне только ещё и не хватало!{quot} Крепко выругавшись, я оглядываюсь по сторонам. Начинает темнеть, да так быстро, что я совсем не замечаю, как солнце сменяется луной. Или это одно и то же светило? Висят же в одной точке! А на болота начал наползать туман… Не видно ни зги!;Вот и что мне теперь делать? Дальше пробираться или передохнуть прямо тут?;{comm}Иди дальше, не стой!{ecomm}{say}Оставаться здесь еще глупее чем там, на равнине - там, по крайней мере, ноги не вязли в трясине.{said}Выбирайся отсюда {page:escape_bog}{3mm}{comm}Устроить привал{ecomm}{say}Есть только одна вещь, которая глупее, чем вслепую пробираться по болоту - вслепую пробираться по болоту ночью. Тут, по крайней мере, почва еще достаточно твердая, чтобы удержать меня, а в темноте можно в такую топь залезть!{said}Рассудив так, отправляйся {page:stay_in_bog}{3mm};;;;;;
1;unknown;deadlands;escape_bog;; -R;$sack->drop('R');;Понимая, что движение — есть жизнь, да ещё в таком-то болоте, я стискиваю зубы и иду дальше. Каждый шаг даётся всё труднее. Порой на то, чтобы выдернуть ногу из грязищи, у меня уходит несколько минут. А грязь вязкая такая, чёрная, липкая… не засосала бы эта трясина меня! Но ничего, вроде бы, Бог миловал, иду, пробираюсь… Каждые несколько минут устраиваю маленькую передышку, опираясь на какую-нибудь твёрдую кочку. Одежда стала как будто ледяной — намокла, отяжелела, липнет к телу, сквозь ткань просачивается грязь… Кочка, кочка, ещё одна… Сколько миль позади? Хорошо, если футов триста… Твою ж мать! Я проваливаюсь по самый пояс! Еле-еле нахожу на ощупь какую-то корягу, выбираюсь на соседнюю кочку, а там уже и полегче стало… Трижды пусть будет проклято это болотище! Все силы высосало! Я кое-как выбираюсь на твёрдую землю… Главная трудность, кажется, позади, дальше идти стало гораздо проще…;;Ты <b>теряешь 1 Красный</b> Камень. Но болото почти позади, теперь можно немножко просохнуть и топать {page:enter_village}{3mm};;;;;;
1;unknown;deadlands;stay_in_bog;;;;;Я нахожу местечко посуше и сажусь отдыхать. Холод, правда, донимает, так и до костей промёрзнуть недолго! Сколько миль позади? А впереди сколько? Думать об этом не хочется, а чего хочется — так это пить! Во рту, прям как в этой пустыне… Где-то у меня фляжечка вискарика годного завалялась… ах, вот же она! Откупориваю я её, собираюсь глотнуть, но останавливаюсь. А разумно ли пить в такой ситуации? Болото, земли неприветливые… Вот же, вода под ногами почти плещется… В болоте, говорят, водица-то самое оно! А что грязная с виду — так через платок отфильтровать можно, да пить себе на здоровьице. ;Чего бы мне выпить, на самом деле? Виски или воды болотной?;{comm}Виски{ecomm}{say}В любой непонятной ситуации нет ничего лучше старого доброго виски!{said}Иди {page:drink_whisky}{3mm}{comm}Воду{ecomm}{say}Виски подождет, лучше оставлю голову трезвой. Выпью-ка я водички!{said}Ступай {page:drink_water}{3mm};;;;;;
1;unknown;deadlands;drink_whisky;drink.jpg; +4R;$sack->add('RRRR');;Глоток виски воистину согревает... Да так, что веки слипаются, как будто на них пудовые гири повесили, на каждое. Сил моих нет, я валюсь с ног от усталости, но теплота, распространяющаяся по всему телу, только помогает уснуть… Я сплю… Сколько прошло времени — я не знаю, но когда я просыпаюсь — вокруг по-прежнему темень, хоть глаз коли! Зато хоть туман отступил. И холод уже не кажется таким собачьим… Кажется, дела идут на лад, и я вместе с ними. Поднявшись, я с новыми силами шагаю дальше…;;Ты <b>получаешь 4 Красных</b> Камня.{3mm}Иди же дальше {page:enter_village}{3mm};;;;;;
1;unknown;deadlands;drink_water;; +RK;$sack->add('RK');;Я делаю глоток холодной воды. Она ледяная, аж зубы сводит! Но стоило мне её попробовать, всё дальнейшее — как в липком тумане! У меня начинается бред, меня лихорадит. Какой-то яд? Я ничего не понимаю и маюсь в бреду. Я то проваливаюсь в бездну, то плаваю в киселе, меня словно обволакивает серая пелена или даже облепляют водоросли и затягивают на дно… Грязь и мокрый тяжёлый песок мне заливают глаза, уши, нос и рот. О Боже! Я с неимоверным усилием вырываюсь из этого кошмара, меня скручивает жуткая боль в животе — кишки будто узлом морским завязывает, и наконец меня стошнило… Стало немного легче. Я прыскаю водой себе в лицо и, отдышавшись немного, иду дальше.;;Ты <b>получаешь 1 Черный и 1 Желтый Камни!</b>{3mm}Никакой больше болотной воды! Прочь отсюда, {page:enter_village}{3mm};;;;;;
1;unknown;deadlands;enter_village;;;;;Долго ли коротко ли, бреду я сквозь мглу. Но наконец-то что-то вокруг начало меняться! Вот вдалеке показались тусклые огоньки. Да не пляшущие, как на болотах бывают, а вроде бы вполне человеческие. Ну, по крайней мере, мне так кажется. Иду я к ним и вскоре выхожу в деревушку. Ого! Да тут всё заброшено лет сто, поди! Вокруг — старые дома, наполовину в землю вросшие, серые, сгнившие у основания и какие-то… не такие они, эти домишки. В Америке такого убожества отродясь не строили! А огни-то, огни где? Ага, вижу их, на окраине блестят… Ну, стало быть, мне туда!{3mm}Я прохожу одну заросшую жухлым умершим бурьяном улочку, другую, миную оградку — ворота с петель уже давно сорваны, прутья все проржавели, сквозь них давно пророс бурьян и тоже зачах. Я оглядываюсь по сторонам — где же это я? Ямы вокруг какие-то, холмы неровные, плиты… Плиты? Да я на кладбище!<br>— Эй, живой тут кто есть? — спрашиваю, и понимаю — вопрос-то не по адресу. Если кто живой и есть, так это я! И, кажется, мне пора уносить отсюда ноги — а то их тут и протянуть недолго...{1mm}Оборачиваюсь я, собираюсь обратно идти — и тут фигура передо мной возникает, руку свою костлявую ко мне протягивает! Лохмотья на ней чёрные, развеваются без ветра, а фигура шипит, говорит что-то. И надо же, я понимаю, что она говорит! Ох, лучше б мне её не понимать…<br/>— Человек не присоединился, — шипит на меня тварь, — взять его! Умертвить его!;;Надо спасаться! Скорее {page:start_fight}{3mm};;;;;;
1;unknown;deadlands;start_fight;;;;;Видно, её голос услышали, потому что из-за могильных камней, из ям, из земли — начали ко мне лезть мерзкие кладбищенские твари! Лезут и лезут, скелеты древние, белёсые, кто-то ещё мясо гнилое на костях носит. Без устали подползают, лапы-грабли свои тянут… Да и чего им уставать, с чего бы? Они в своих могилах уже вдоволь поспали — лет на сто вперёд… На раздумья у меня времени не остаётся, нужно решительно действовать!{1mm}Понимая, что мешкать нельзя, я принимаю бой! Пули крошат черепа на мелкие осколки, твари замедляются, падают, но по останкам упавших уже ползут новые, в два раза больше числом. И кишмя кишат, как опарыши в тухлом мясе, ни дать ни взять! Я палю по ним нещадно, отбрасываю самых шустрых пинками! От души, со всей силы им прикладываю — так что черепа их как тыквы перезревшие лопаются. И при этом думаю лиходарочно: что делать-то?! Силы мои не бесконечны, а тварей меньше не становится! Так что же?;Стоит ли мне биться до конца в гордом одиночестве, а затем принять геройскую смерть? Или же нужно звать на помощь, как бы глупо это ни было? ;{comm}Биться в одиночку{ecomm}{3mm}Иди {page:fight_self}{2mm}{comm}Звать на помощь{ecomm}{say}Что может один обычный человек против этой не знающей страха, усталости и жалости орды? Чтобы управиться с ними, нужны силы более могущественные - и я буду взывать к ним, пока жив!{said}Продолжая борьбу, отправляйся {page:call_for_help}{3mm};;;;;;
1;unknown;deadlands;fight_self;;;"while(1) {$hand=$sack->take('?',''); $hand->pass($heap); if ($heap->has('RGB||RRRRR||GGGGG||BBBBB')) {$res = 'win'; break;} if ($sack->getCount() == 0 || $heap->has('K')) {$res = 'lose'; break;} } $_SESSION['labels']['dw_result'] = $res;";;Понимая, что рассчитывать я могу только на свои силы, я перехватываю поудобнее ствол, лезу в карман за очередной пригоршней патронов и взбираюсь повыше, чтобы тварям труднее до меня доползти было. Нет, так просто я сдаваться не собираюсь! И молюсь, молюсь о том, чтобы у меня хватило сил  отбросить очередную волну этой нечисти и прорваться к выходу...;;{if:$_SESSION['labels']['dw_result']=='win'}Иди {page:fight_win}{else}Иди {page:fight_lose}{endif};;;;;;
1;unknown;deadlands;fight_win;;;"$sack->msg('Начиная с этого момента в течение полутора часов твоя Болезнь никак не проявляет себя, и приступы тоже не могут случиться ни при каких обстоятельствах.')->msg('Императивное поведение закончилось');";;Патронов у меня осталось — раз-два, и обчёлся! Надо срочно придумать что-то ещё. Очередную мерзкую кладбищенскую прилипалу я отпихиваю от себя ногой — ишь ты, мразь, на плоть мою покушается! Скелет, гремя костями, кубарем катится с пригорка, на который уже почти забрался, а следом за собой сносит ещё несколько тупых ходячих костяшек. Вот она — дорога к спасению! Я делаю ещё один выстрел и бегу, пока эта тропа жизни снова не заполонилась мертвечиной. Бегу, что есть мочи, кажется, мои ноги даже не касаются земли! И лишь у противоположной окраины деревни я падаю без сил. Сердце колотится так, что готово выпрыгнуть из груди и побежать из этого ада дальше, куда глаза глядят, но я не могу, сил не осталось!... Что же это за место такое? — проносятся мысли в моей голове, - что здесь творится? Что же за люди здесь жили, и что такого могло с ними произойти, чтобы их деревня превратилась в этот кладбищенский ад…;;{hypno_end};;;;;;
1;unknown;deadlands;fight_lose;;;"$sack->msg('Твоя Болезнь переходит в следующую стадию, и у тебя немедленно начинается Приступ')->msg('Императивное поведение закончилось');";;Вот чьи-то мерзкие когти схватили меня за ногу… чёрт, как больно! Как свинца в кровь налили! Треск моей одежды, ткань расползается, оголяя мою кожу, вот они подбираются ко мне, ближе, ближе, уже по головам собственным ползут, лишь бы первыми добраться! И с ног начинают валить, гады! Я, конечно, стреляю, пока могу… Только потом боль, ужас — это пересиливает даже меня… Я спотыкаюсь и качусь кубарем со своего пригорка, только недалеко — прямо в лапы этим мертвецам… Где-то на границе сознания я чувствую, как из меня, из разных мест моего тела, вырывают куски плоти, чувствую собственную горячую кровь, слышу чавканье и шипение… {2mm}Это конец. Есть на свете зло, для борьбы с которым недостаточно одного человека…;;{hypno_end};;;;;;
1;unknown;deadlands;call_for_help;;;"while($sack->getCount()) {$hand = $sack->take('?',''); if ($hand->has('K')) {$res='lose'; break;} $hand->pass($heap); if ($heap->getRed() >=5) {$res='R'; break;} if ($heap->getBlue() >=5) {$res='B'; break;} if ($heap->getGreen() >=5) {$res='G'; break;} } if (!$res) {$out = $heap->getCounts('RGB'); $actions= array('R'=>'напиться', 'B'=>'покурить', 'G'=>'пострелять'); foreach ($out as $res=>$cnt) {if ($cnt<2) $res='lose'; else $sack->msg('После сеанса не забудь хорошенько '.$actions[$res]); break;}} $_SESSION['labels']['dw_result'] = $res;";;Я кричу в голос, меня, наверное, вся пустыня услышать может, если бы там кто живой был. Я кричу, заклинаю, умоляю, я срываю себе глотку — но лучше сорвать её, чем подставить под когти какого-нибудь разложившегося трупа! НА ПОМОЩЬ!!!! Господи Боже, да помоги же мне!!;;Узнай, чем закончился этот кошмар, перейдя {if:$_SESSION['labels']['dw_result']=='R'}{page:help_rainbow}{endif} {if:$_SESSION['labels']['dw_result']=='B'}{page:help_wiseman}{endif} {if:$_SESSION['labels']['dw_result']=='G'}{page:help_hunter}{endif} {if:$_SESSION['labels']['dw_result']=='lose'}{page:fight_lose}{endif};;;;;;
1;unknown;deadlands;help_rainbow;;;;;Треск моей одежды, ткань расползается, оголяя мою кожу, вот они подбираются ко мне, ближе, ближе, уже по головам собственным ползут, лишь бы первыми добраться! И с ног начинают валить, гады! Я конечно, стреляю, пока могу… Но кажется, что через несколько минут всё будет кончено… Но что это?{3mm}...{3mm}Мои глаза застит красная пелена, красный свет разрывает окружающий меня мрак, и из тумана сыплются огненно-красные стрелы! Они разят мертвецов направо и налево, пробивая их мёртвую плоть своим ярким огнём… Через несколько мгновений и правда всё кончилось. Но не для меня, для них. Туман рассеивается, и я вижу перед собой девушку с луком в руке и колчаном за спиной. Она прекрасна, как Луна, как богиня, как сама мать Природа, она прекрасна как Радуга. Она спрашивает, всё ли со мной в порядке...{2mm}Конечно, конечно, со мной всё в порядке, пока со мной — Она. Она же спасла меня, моя жизнь теперь должна принадлежать Ей! Лучница терпеливо ждёт, не торопит меня, а я мечусь… Ведь у неё надо что-то спросить, не просто поблагодарить… Что же, что же мне спросить у неё? ;Мне нужно узнать, кто она? Или спросить, как я могу ей помочь?;{comm}Кто ты?{ecomm}{say}Это мой долг - наконец решиться и узнать, кто Она!{said}Задав этот вопрос, отправляйся {page:rainbow_whois}{3mm}{comm}Чем ей помочь{ecomm}{say}Лицо девушки печально — и я понимаю: ей тоже нужна моя помощь! И я не могу не спросить, как и чем мне помочь ей!{said}С этим вопросом ступай {page:rainbow_how_help}{3mm};На этой странице только тебе решать, какой вопрос ты задашь!;;;;;
1;unknown;deadlands;help_wiseman;;;;;Треск моей одежды, ткань расползается, оголяя мою кожу, вот они подбираются ко мне, ближе, ближе, уже по головам собственным ползут, лишь бы первыми добраться! И с ног начинают валить, гады! Я конечно, стреляю, пока могу… Но кажется, что через несколько минут всё будет кончено… Но что это?{3mm}...{3mm}Раздаётся страшный треск, и я вижу вспышку синей молнии, пробивающей небо и сжигающей мёртвую плоть. Молния продолжает бить под звуки раскатов грома. Некогда поглотившая этот мир тишина уступает место жуткому грохоту, от которого сотрясается земля… Да и мне тяжело удержаться на ногах! Когда всё кончилось, я вижу перед собой фигуру в балахоне. Лицо её прикрыто, но даже в полумраке видно, как горят синим глаза загадочного незнакомца.{2mm}— Твоё время ещё не пришло, — говорит фигура спокойно. Ну хоть не шипит. Наоборот — голос спокойный, но в то же время предельно серьезный, — Это просто игры разума, — продолжает фигура, — но в то же время и предупреждение!<br>Я смотрю на фигуру, фигура смотрит… Ну, наверное, куда-то она и смотрит, но я не вижу этого. Я начинаю понимать, что я ничего на самом-то деле и не понимаю вовсе! Кто стоит передо мной, о чём ведёт речь? Что произошло? Но я пребываю в уверенности, что понимание этого — самое важное, что есть в моей жизни сейчас! Может быть, важнее самой жизни! Следующий вопрос очень важен...;Спросить ли мне, кто передо мной? Или узнать, о чём этот кто-то предостерегает?;{comm}Кто ты?{ecomm}{say}Моя догадка вспыхивает в моей голове, подобно молнии! Личность моего собеседника сама по себе и есть ключ и разгадка ко всему! И мне нужно понять, кто он!{said}Задав этот вопрос, отправляйся {page:wiseman_whois}{3mm}{comm}О чем ты хочешь предупредить?{ecomm}{say}Так ли важно, кто является посленником и несёт предупреждение? Важна лишь суть это послания — и вот её я намереваюсь ухватить!{said}Спросив это, ступай {page:wiseman_caution}{3mm};На этой странице только тебе решать, что же ты желаешь узнать!;;;;;
1;unknown;deadlands;help_hunter;;;;;Треск моей одежды, ткань расползается, оголяя мою кожу, вот они подбираются ко мне, ближе, ближе, уже по головам собственным ползут, лишь бы первыми добраться! И с ног начинают валить, гады! Я конечно, стреляю, пока могу… Но кажется, что через несколько минут всё будет кончено… Но что это?{3mm}...{3mm}Я слышу грохот выстрелов, свист, рёв и звуки ударов — здесь сражаюсь не только я, о неужели! Я поворачиваюсь и вижу перед собой настоящего гиганта — мужика, состоящего, казалось бы, из мышц и оружия. Он орудует копьем и изогнутым мечом, а на поясе у него висят здоровенный топор, пушка и десяток кинжалов и мечей поменьше. Вмиг он разбивает армию нечисти, а потом… потом он поворачивается ко мне...{2mm}Выше меня, наверное, на две головы, в плечах шире раза в три, да и вообще, создаётся впечатление, что для него переломить мой хребет — это так, раз плюнуть. Тип хмурится, глядя на раны, которые успели нанести мне мертвецы. И я внезапно понимаю, что сейчас он решает, что со мной делать. Но ведь и у меня в руке ствол — и ствол этот смотрит прямо в грудь моего противника. Какой бы горой мяса не был этот мужик — но старый добрый сорок пятый калибр — это сила! Вот только... остался ли у меня хоть один патрон?.. Я не помню…;Так что же? Стрелять мне или нет?!;{comm}Огонь!{ecomm}{say}Да пошел он нахер! Не буду ждать, пока он решит разнести мне голову!..{said}Ну, посмотрим, кто кого! Вперед, {page:hunter_shoot}{3mm}{comm}Не стрелять!{ecomm}{say}Эй-эй! Полегче! Сейчас самое глупое — это самому спровоцировать мужика вышибить мне мозги! А у него с эти, я прям чувствую, не заржавеет!{said}Нет - так нет, иди тогда {page:hunter_quail}{3mm};На этой странице ты и только ты решаешь, что нужно сделать в этот момент истины!;;;;;
1;unknown;deadlands;rainbow_whois;; R lim +1;"$sack->msg('Твой лимит Красных Камней увеличивается на 1')->msg('Императивное поведение закончилось');";;— Кто же ты, спасительница и госпожа моя? — благоговейно я смотрю на неё и не слышу даже своих слов…<br>— Мое имя — Луна. Я Мать всего сущего, хранительница Жизни. В каждом человеке есть частичка меня, ибо я есть Женщина. И я здесь, с тобой. Не бойся! — голос у неё мягкий, текучий, как журчание реки в ночной тишине. Как пение птиц на рассвете. Кажется, она — это самое прекрасное, что могло бы со мной случиться. Я понимаю, что люблю её! Она склоняется ко мне, чтобы сказать что-то ещё…{1mm}— Твоё время здесь истекает! Нельзя тебе далее находится в мёртвом мире... — она целует меня в лоб и восклицает: — Вернись же! Проснись!{3mm}И я не успеваю ничего ни сказать, ни сделать. Вместо этого я проваливаюсь во тьму. И уже падая, я еще слышу ее голос:{1mm}— Мы еще встретимся. Ибо время пришло. А я — Принцесса...;;{hypno_end};;;;;;
1;unknown;deadlands;rainbow_how_help;; +1Y;"$sack->add('Y')->msg('Императивное поведение закончилось');";;— Ты спасла меня, и теперь я хочу помочь тебе, только скажи — как я могу это сделать?!<br>Печаль отразилась на её прекрасном, идеальном лице, и моё сердце тут же сжалось от горя. Я слушаю её голос — тихий и печальный, но от этого не менее прекрасный. И она рассказала мне, что этот мир поразило великое зло, разрушило его до основания, вытравило всю радость и веселье, никто больше не слышал здесь смеха, не видел улыбок… Здесь осталась лишь серая власть денег, уныние, эгоизм. Родные и близкие стали отворачиваться друг от друга, семьи начали рушиться, брат начал убивать брата…<br>— Не дай такому случится в твоём мире! — восклицает она умоляюще.<br>Кажется, она хочет сказать мне кое-что ещё и склоняется ко мне... Она проводит рукой по моему лицу, стирая кровь — в ее руке капля крови наполняется светом и превращается в кусок янтаря...<br/>— Берегите традиции! Храните семью! Будьте едины и сильны!, — она вкладывает янтарь мне в руку и легко отталкивает меня назад. И я проваливаюсь обратно в темноту...;;{hypno_end};;;;;;
